date,country_name,cluster_name,contributor_name,market,Camel,Camel - Grade,Camel Price,Camel Image,Cattle,Cattle - Grade,Cattle - Price,Cattle Image,Goat,Goat - Grade,Goat - Price,Goat Image,Sheep,Sheep - Grade,Sheep Price,Sheep Image,gps_latitude,gps_longitude,gps_altitude,_review_status
2022-01-25,Kenya,Merrile,Leruk Elias,Merille,Yes,Moderate (Grade 2),63000,http://classic.ona.io/api/v1/files/24479109?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1643090849624.jpg,No,,,,No,,,,No,,,,1.419336,37.7308272,610.2914156,Accepted
2022-03-01,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),2800,http://classic.ona.io/api/v1/files/25037269?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1646112610181.jpg,No,,,,1.419556667,37.73168833,601.7,Accepted
2022-06-21,Kenya,Merrile,Leruk Elias,Merille,Yes,Moderate (Grade 2),38000,http://classic.ona.io/api/v1/files/27364388?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1655787006141.jpg,No,,,,No,,,,No,,,,1.419395,37.731455,596.2,Accepted
2022-01-11,Kenya,Merrile,Leruk Elias,Merille,No,,,,Yes,Moderate (Grade 2),36000,http://classic.ona.io/api/v1/files/24247624?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1641879399542.jpg,No,,,,No,,,,1.4191819,37.7315318,588.1,Accepted
2022-01-25,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),1700,http://classic.ona.io/api/v1/files/24479097?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1643090590944.jpg,1.4193232,37.7317764,611.0606282,Accepted
2022-05-31,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),3700,http://classic.ona.io/api/v1/files/26920445?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653973214265.jpg,No,,,,1.419698333,37.731695,604.1,Accepted
2022-06-07,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2300,http://classic.ona.io/api/v1/files/27075987?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1654580477806.jpg,1.419533333,37.73201,680.5,Accepted
2022-01-11,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2000,http://classic.ona.io/api/v1/files/24247656?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1641880977220.jpg,1.4194667,37.7317217,590.7,Accepted
2022-05-24,Kenya,Merrile,Leruk Elias,Merille,Yes,Moderate (Grade 2),60000,http://classic.ona.io/api/v1/files/26742644?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653371701985.jpg,No,,,,No,,,,No,,,,1.419178333,37.73101333,606.6,Accepted
2022-05-24,Kenya,Merrile,Leruk Elias,Merille,Yes,Moderate (Grade 2),54000,http://classic.ona.io/api/v1/files/26742641?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653371624130.jpg,No,,,,No,,,,No,,,,1.419288333,37.73103667,606.6,Accepted
2022-04-12,Kenya,Merrile,Leruk Elias,Merille,Yes,Moderate (Grade 2),63000,http://classic.ona.io/api/v1/files/26111454?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1649739579121.jpg,No,,,,No,,,,No,,,,1.419218333,37.73105667,608.3,Accepted
2022-05-10,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),2200,http://classic.ona.io/api/v1/files/26500779?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1652160643275.jpg,No,,,,1.419798333,37.73178167,595.2,Accepted
2022-05-24,Kenya,Merrile,Leruk Elias,Merille,No,,,,Yes,Moderate (Grade 2),20000,http://classic.ona.io/api/v1/files/26742610?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653369763621.jpg,No,,,,No,,,,1.419151667,37.73181333,596.7,Accepted
2022-05-03,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2100,http://classic.ona.io/api/v1/files/26418943?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1651550653201.jpg,1.419478333,37.73165667,609.5,Accepted
2022-02-08,Kenya,Merrile,Leruk Elias,Merille,No,,,,Yes,Moderate (Grade 2),25000,http://classic.ona.io/api/v1/files/24708422?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644299663455.jpg,No,,,,No,,,,1.4190917,37.7317683,590.5,Accepted
2022-06-14,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2100,http://classic.ona.io/api/v1/files/27219274?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1655182312932.jpg,1.419541667,37.731405,599.1,Accepted
2022-01-18,Kenya,Merrile,Leruk Elias,Merille,No,,,,Yes,Moderate (Grade 2),40000,http://classic.ona.io/api/v1/files/24348651?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1642486766878.jpg,No,,,,No,,,,1.4192006,37.7316224,592.3,Accepted
2022-04-05,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),3000,http://classic.ona.io/api/v1/files/25977886?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1649163572348.jpg,1.41991,37.73154667,600.4,Accepted
2022-02-08,Kenya,Merrile,Leruk Elias,Merille,No,,,,Yes,Moderate (Grade 2),39000,http://classic.ona.io/api/v1/files/24708421?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644299520484.jpg,No,,,,No,,,,1.4190899,37.7316732,590.2,Accepted
2022-01-18,Kenya,Merrile,Leruk Elias,Merille,No,,,,Yes,Moderate (Grade 2),45000,http://classic.ona.io/api/v1/files/24348655?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1642486828160.jpg,No,,,,No,,,,1.4191981,37.7316329,592.3,Accepted
2022-03-01,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2500,http://classic.ona.io/api/v1/files/25037274?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1646113098086.jpg,1.419556667,37.73149833,607,Accepted
2022-02-08,Kenya,Merrile,Leruk Elias,Merille,No,,,,Yes,Moderate (Grade 2),22000,http://classic.ona.io/api/v1/files/24708419?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644299284622.jpg,No,,,,No,,,,1.419082,37.7315734,590.1,Accepted
2022-06-28,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),3200,http://classic.ona.io/api/v1/files/27597424?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1656390342954.jpg,1.419766667,37.73158333,588.4,Accepted
2022-05-31,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),3200,http://classic.ona.io/api/v1/files/26920427?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653972809676.jpg,1.419611667,37.73164333,605,Accepted
2022-04-05,Kenya,Merrile,Leruk Elias,Merille,No,,,,Yes,Moderate (Grade 2),52000,http://classic.ona.io/api/v1/files/25977731?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1649140100254.jpg,No,,,,No,,,,1.419173333,37.73173167,587,Accepted
2022-03-15,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2500,http://classic.ona.io/api/v1/files/25410832?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1647328199745.jpg,1.4197688,37.7316047,590.4,Accepted
2022-03-01,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),2800,http://classic.ona.io/api/v1/files/25037273?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1646112975621.jpg,No,,,,1.41951,37.73143833,601.5,Accepted
2022-01-04,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),1500,http://classic.ona.io/api/v1/files/24159972?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1641274634230.jpg,1.41934,37.7316833,582.3,Accepted
2022-03-01,Kenya,Merrile,Leruk Elias,Merille,Yes,Moderate (Grade 2),63000,http://classic.ona.io/api/v1/files/25037281?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1646114257474.jpg,No,,,,No,,,,No,,,,1.419761667,37.730895,611.9,Accepted
2022-05-31,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2700,http://classic.ona.io/api/v1/files/26920248?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653972399126.jpg,1.419708333,37.73156667,612.5,Accepted
2022-01-11,Kenya,Merrile,Leruk Elias,Merille,Yes,Moderate (Grade 2),35000,http://classic.ona.io/api/v1/files/24247635?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1641880290101.jpg,No,,,,No,,,,No,,,,1.4193133,37.7311717,585.1,Accepted
2022-04-19,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),1900,http://classic.ona.io/api/v1/files/26220054?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1650351908347.jpg,No,,,,1.419558333,37.73163333,602.5,Accepted
2022-06-21,Kenya,Merrile,Leruk Elias,Merille,No,,,,Yes,Moderate (Grade 2),45000,http://classic.ona.io/api/v1/files/27364349?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1655783249336.jpg,No,,,,No,,,,1.41909,37.731685,599.6,Accepted
2022-01-04,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),1300,http://classic.ona.io/api/v1/files/24159964?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1641272661385.jpg,1.4195611,37.7316158,604.7,Accepted
2022-01-04,Kenya,Merrile,Leruk Elias,Merille,No,,,,Yes,Moderate (Grade 2),15000,http://classic.ona.io/api/v1/files/24159962?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1641271675982.jpg,No,,,,No,,,,1.419221,37.7316068,571.4,Accepted
2022-03-22,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),3500,http://classic.ona.io/api/v1/files/25621002?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1647924734002.jpg,1.41954,37.73165167,612.5,Accepted
2022-03-22,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),3200,http://classic.ona.io/api/v1/files/25621017?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1647925477096.jpg,No,,,,1.419355,37.731665,612.1,Accepted
2022-02-01,Kenya,Merrile,Leruk Elias,Merille,No,,,,Yes,Moderate (Grade 2),20000,http://classic.ona.io/api/v1/files/24598299?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1643691276340.jpg,No,,,,No,,,,1.4190667,37.7317983,554.2,Accepted
2022-05-31,Kenya,Merrile,Leruk Elias,Merille,Yes,Moderate (Grade 2),62000,http://classic.ona.io/api/v1/files/26920648?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653975754373.jpg,No,,,,No,,,,No,,,,1.419325,37.73099667,587.8,Accepted
2022-01-04,Kenya,Merrile,Leruk Elias,Merille,Yes,Moderate (Grade 2),59000,http://classic.ona.io/api/v1/files/24159977?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1641275219418.jpg,No,,,,No,,,,No,,,,1.4193887,37.7307067,589.2,Accepted
2022-04-26,Kenya,Merrile,Leruk Elias,Merille,No,,,,Yes,Moderate (Grade 2),19000,http://classic.ona.io/api/v1/files/26323445?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1650952183064.jpg,No,,,,No,,,,1.419185,37.73155333,608.2,Accepted
2022-04-19,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),1500,http://classic.ona.io/api/v1/files/26220039?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1650351757228.jpg,No,,,,1.419826667,37.73160667,602.6,Accepted
2022-01-18,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2000,http://classic.ona.io/api/v1/files/24348670?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1642487787683.jpg,1.4196185,37.731743,599.6,Accepted
2022-06-28,Kenya,Merrile,Leruk Elias,Merille,Yes,Moderate (Grade 2),59000,http://classic.ona.io/api/v1/files/27597357?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1656388365450.jpg,No,,,,No,,,,No,,,,1.41918,37.73154167,598,Accepted
2022-01-18,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),5500,http://classic.ona.io/api/v1/files/24348687?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1642489218094.jpg,No,,,,1.4197841,37.7315735,591.3,Accepted
2022-01-18,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),1800,http://classic.ona.io/api/v1/files/24349294?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1642495835654.jpg,No,,,,1.4166669,37.7233984,617.9,Accepted
2022-06-14,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),4000,http://classic.ona.io/api/v1/files/27219251?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1655181708527.jpg,No,,,,1.419366667,37.73158333,599.3,Accepted
2022-05-24,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),1500,http://classic.ona.io/api/v1/files/26742638?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653371472172.jpg,1.419511667,37.73160333,606.1,Accepted
2022-01-18,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),4500,http://classic.ona.io/api/v1/files/24348680?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1642488825507.jpg,No,,,,1.4196285,37.7317238,597.4,Accepted
2022-05-24,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),3500,http://classic.ona.io/api/v1/files/26742627?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653371170864.jpg,1.419583333,37.73152,606.3,Accepted
2022-06-28,Kenya,Merrile,Leruk Elias,Merille,No,,,,Yes,Moderate (Grade 2),16000,http://classic.ona.io/api/v1/files/27597349?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1656387893350.jpg,No,,,,No,,,,1.41917,37.73159167,596.9,Accepted
2022-02-22,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2400,http://classic.ona.io/api/v1/files/24861725?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1645508684925.jpg,1.419611667,37.73163333,607,Accepted
2022-03-22,Kenya,Merrile,Leruk Elias,Merille,No,,,,Yes,Moderate (Grade 2),22000,http://classic.ona.io/api/v1/files/25620995?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1647924080130.jpg,No,,,,No,,,,1.41925,37.7316,612.7,Accepted
2022-04-12,Kenya,Merrile,Leruk Elias,Merille,No,,,,Yes,Moderate (Grade 2),51000,http://classic.ona.io/api/v1/files/26111452?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1649739350652.jpg,No,,,,No,,,,1.419073333,37.73175667,610.1,Accepted
2022-04-05,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),3100,http://classic.ona.io/api/v1/files/25977739?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1649162989568.jpg,No,,,,1.419698333,37.73161167,604.3,Accepted
2022-01-11,Kenya,Merrile,Leruk Elias,Merille,Yes,Moderate (Grade 2),65000,http://classic.ona.io/api/v1/files/24247637?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1641880354583.jpg,No,,,,No,,,,No,,,,1.41934,37.7312083,585.1,Accepted
2022-06-14,Kenya,Merrile,Leruk Elias,Merille,No,,,,Yes,Moderate (Grade 2),18000,http://classic.ona.io/api/v1/files/27219312?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1655182998568.jpg,No,,,,No,,,,1.419276667,37.73181,598.6,Accepted
2022-01-25,Kenya,Merrile,Leruk Elias,Merille,No,,,,Yes,Moderate (Grade 2),40000,http://classic.ona.io/api/v1/files/24479081?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1643088094381.jpg,No,,,,No,,,,1.41901,37.731695,596.503023,Accepted
2022-01-25,Kenya,Merrile,Leruk Elias,Merille,No,,,,Yes,Moderate (Grade 2),16000,http://classic.ona.io/api/v1/files/24479082?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1643088142377.jpg,No,,,,No,,,,1.4191769,37.7316626,596.1037452,Accepted
2022-01-25,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),1500,http://classic.ona.io/api/v1/files/24479088?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1643089010661.jpg,1.4196498,37.7315448,600.0488561,Accepted
2022-03-15,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),3000,http://classic.ona.io/api/v1/files/25410833?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1647328283511.jpg,No,,,,1.4197326,37.7315565,590.5,Accepted
2022-01-25,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2000,http://classic.ona.io/api/v1/files/24479095?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1643090430188.jpg,1.4197303,37.7316494,599.5721224,Accepted
2022-01-25,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),4200,http://classic.ona.io/api/v1/files/24479085?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1643088688239.jpg,No,,,,1.4196557,37.7317269,590.991914,Accepted
2022-01-18,Kenya,Merrile,Leruk Elias,Merille,Yes,Moderate (Grade 2),55000,http://classic.ona.io/api/v1/files/24348691?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1642489365334.jpg,No,,,,No,,,,No,,,,1.41941,37.7308367,591.4,Accepted
2022-06-28,Kenya,Merrile,Leruk Elias,Merille,No,,,,Yes,Moderate (Grade 2),35000,http://classic.ona.io/api/v1/files/27597356?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1656388262690.jpg,No,,,,No,,,,1.419116667,37.73158167,598.1,Accepted
2022-03-08,Kenya,Merrile,Leruk Elias,Merille,No,,,,Yes,Moderate (Grade 2),28000,http://classic.ona.io/api/v1/files/25211251?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1646716533859.jpg,No,,,,No,,,,1.41919,37.73162333,590.1,Accepted
2022-02-01,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2200,http://classic.ona.io/api/v1/files/24598304?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1643692134509.jpg,1.4193829,37.731786,600.8,Accepted
2022-06-28,Kenya,Merrile,Leruk Elias,Merille,No,,,,Yes,Moderate (Grade 2),22000,http://classic.ona.io/api/v1/files/27597348?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1656387773204.jpg,No,,,,No,,,,1.419188333,37.73162,599.6,Accepted
2022-03-15,Kenya,Merrile,Leruk Elias,Merille,Yes,Moderate (Grade 2),60000,http://classic.ona.io/api/v1/files/25410839?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1647328932420.jpg,No,,,,No,,,,No,,,,1.4194421,37.7311969,590.7,Accepted
2022-06-07,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),3300,http://classic.ona.io/api/v1/files/27075956?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1654580005440.jpg,No,,,,1.419335,37.731815,680.5,Accepted
2022-03-22,Kenya,Merrile,Leruk Elias,Merille,Yes,Moderate (Grade 2),59000,http://classic.ona.io/api/v1/files/25621038?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1647926014910.jpg,No,,,,No,,,,No,,,,1.419423333,37.73115,611.7,Accepted
2022-03-01,Kenya,Merrile,Leruk Elias,Merille,No,,,,Yes,Moderate (Grade 2),50000,http://classic.ona.io/api/v1/files/25037266?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1646112202210.jpg,No,,,,No,,,,1.4192,37.731505,603.5,Accepted
2022-04-26,Kenya,Merrile,Leruk Elias,Merille,No,,,,Yes,Moderate (Grade 2),13000,http://classic.ona.io/api/v1/files/26323441?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1650951960919.jpg,No,,,,No,,,,1.419171667,37.73163667,608.3,Accepted
2022-02-01,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2800,http://classic.ona.io/api/v1/files/24603348?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1643694349003.jpg,1.4196093,37.7316727,573.7,Accepted
2022-02-01,Kenya,Merrile,Leruk Elias,Merille,Yes,Moderate (Grade 2),50000,http://classic.ona.io/api/v1/files/24603353?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1643694639468.jpg,No,,,,No,,,,No,,,,1.4191394,37.7309591,575.8,Accepted
2022-03-22,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),5200,http://classic.ona.io/api/v1/files/25621013?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1647924919546.jpg,1.419383333,37.73175167,612.3,Accepted
2022-05-24,Kenya,Merrile,Leruk Elias,Merille,No,,,,Yes,Moderate (Grade 2),15000,http://classic.ona.io/api/v1/files/26742614?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653370230659.jpg,No,,,,No,,,,1.41904,37.73162,594.9,Accepted
2022-02-08,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),3700,http://classic.ona.io/api/v1/files/24708407?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644298557105.jpg,1.4194617,37.73189,589.1,Accepted
2022-04-26,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),1600,http://classic.ona.io/api/v1/files/26323497?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1650953403199.jpg,1.41965,37.73163833,604.2,Accepted
2022-01-04,Kenya,Merrile,Leruk Elias,Merille,No,,,,Yes,Moderate (Grade 2),43000,http://classic.ona.io/api/v1/files/24159959?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1641271187237.jpg,No,,,,No,,,,1.4193857,37.7316301,568.4,Accepted
2022-06-28,Kenya,Merrile,Leruk Elias,Merille,Yes,Moderate (Grade 2),30000,http://classic.ona.io/api/v1/files/27597362?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1656388473297.jpg,No,,,,No,,,,No,,,,1.419155,37.73099167,597.7,Accepted
2022-02-08,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),3400,http://classic.ona.io/api/v1/files/24708398?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644298014347.jpg,No,,,,1.4196183,37.731385,587.8,Accepted
2022-02-08,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),4500,http://classic.ona.io/api/v1/files/24708405?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644298457644.jpg,1.4194674,37.7319194,589,Accepted
2022-02-08,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2300,http://classic.ona.io/api/v1/files/24708408?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644298795250.jpg,1.4196583,37.7317278,590.9,Accepted
2022-05-17,Kenya,Merrile,Leruk Elias,Merille,No,,,,Yes,Moderate (Grade 2),25000,http://classic.ona.io/api/v1/files/26601322?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1652762987065.jpg,No,,,,No,,,,1.419156667,37.73163,594,Accepted
2022-05-24,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),4500,http://classic.ona.io/api/v1/files/26742626?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653371120025.jpg,1.419536667,37.73151167,606.3,Accepted
2022-02-15,Kenya,Merrile,Leruk Elias,Merille,Yes,Moderate (Grade 2),45000,http://classic.ona.io/api/v1/files/24781481?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644905359195.jpg,No,,,,No,,,,No,,,,1.4193567,37.73113,606.2,Accepted
2022-05-17,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),4000,http://classic.ona.io/api/v1/files/26601333?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1652765375645.jpg,1.419755,37.73158833,604.2,Accepted
2022-01-04,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2300,http://classic.ona.io/api/v1/files/24159971?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1641274579472.jpg,1.4193467,37.7316817,582.3,Accepted
2022-04-12,Kenya,Merrile,Leruk Elias,Merille,Yes,Moderate (Grade 2),53000,http://classic.ona.io/api/v1/files/26111457?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1649739673122.jpg,No,,,,No,,,,No,,,,1.419338333,37.73098833,607.9,Accepted
2022-03-08,Kenya,Merrile,Leruk Elias,Merille,Yes,Moderate (Grade 2),69000,http://classic.ona.io/api/v1/files/25211262?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1646717935059.jpg,No,,,,No,,,,No,,,,1.41947,37.73115833,596.2,Accepted
2022-02-15,Kenya,Merrile,Leruk Elias,Merille,No,,,,Yes,Moderate (Grade 2),18000,http://classic.ona.io/api/v1/files/24780920?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644900959092.jpg,No,,,,No,,,,1.41923,37.73171,578.5,Accepted
2022-02-15,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2200,http://classic.ona.io/api/v1/files/24781389?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644904190975.jpg,1.4195083,37.73171,591.9,Accepted
2022-02-15,Kenya,Merrile,Leruk Elias,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2300,http://classic.ona.io/api/v1/files/24781388?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644904148958.jpg,1.419505,37.731715,591.9,Accepted
2022-02-08,Kenya,Merrile,Leruk Elias,Merille,Yes,Moderate (Grade 2),65000,http://classic.ona.io/api/v1/files/24708430?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644299954928.jpg,No,,,,No,,,,No,,,,1.41926,37.7310752,588.9,Accepted
