date,country_name,cluster_name,contributor_name,market,Camel,Camel - Grade,Camel Price,Camel Image,Cattle,Cattle - Grade,Cattle - Price,Cattle Image,Goat,Goat - Grade,Goat - Price,Goat Image,Sheep,Sheep - Grade,Sheep Price,Sheep Image,gps_latitude,gps_longitude,gps_altitude,_review_status
2022-05-28,Kenya,Korr,Gudere Shindes,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),3200,http://classic.ona.io/api/v1/files/26853982?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653722973325.jpg,No,,,,2.0104249,37.5040002,519.9,Accepted
2022-03-19,Kenya,Korr,Gudere Shindes,Korr,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),1600,http://classic.ona.io/api/v1/files/25532948?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1647672980016.jpg,2.01026,37.50366667,552.3,Accepted
2022-05-28,Kenya,Korr,Gudere Shindes,Korr,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2500,http://classic.ona.io/api/v1/files/26854023?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653723174259.jpg,2.0102959,37.5039509,520.8,Accepted
2022-06-25,Kenya,Korr,Gudere Shindes,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),2800,http://classic.ona.io/api/v1/files/27499459?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1656144056342.jpg,No,,,,2.0103887,37.5039962,523.7,Accepted
2022-06-25,Kenya,Korr,Gudere Shindes,Korr,No,,,,No,,,,Yes,Fat (Grade 1),4000,http://classic.ona.io/api/v1/files/27499392?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1656143911344.jpg,No,,,,2.0103717,37.5039833,523.6,Accepted
2022-05-28,Kenya,Korr,Gudere Shindes,Korr,No,,,,No,,,,Yes,Fat (Grade 1),2800,http://classic.ona.io/api/v1/files/26853971?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653722825501.jpg,No,,,,2.0104441,37.5039907,519.5,Accepted
2022-03-19,Kenya,Korr,Gudere Shindes,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),1500,http://classic.ona.io/api/v1/files/25532836?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1647672245616.jpg,No,,,,2.010401667,37.503825,556.7,Accepted
2022-06-25,Kenya,Korr,Gudere Shindes,Korr,No,,,,No,,,,No,,,,Yes,Fat (Grade 1),3000,http://classic.ona.io/api/v1/files/27499638?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1656144387542.jpg,2.010365,37.50397,524.4,Accepted
2022-05-21,Kenya,Korr,Gudere Shindes,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),1800,http://classic.ona.io/api/v1/files/26681965?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653117403132.jpg,No,,,,2.0103451,37.5039544,546.9,Accepted
2022-05-28,Kenya,Korr,Gudere Shindes,Korr,No,,,,No,,,,No,,,,Yes,Fat (Grade 1),4500,http://classic.ona.io/api/v1/files/26854016?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653723126237.jpg,2.0103453,37.503944,521,Accepted
2022-06-25,Kenya,Korr,Gudere Shindes,Korr,No,,,,No,,,,Yes,Fat (Grade 1),3500,http://classic.ona.io/api/v1/files/27499361?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1656143859657.jpg,No,,,,2.0103851,37.5039656,523.6,Accepted
2022-01-22,Kenya,Korr,Gudere Shindes,Korr,No,,,,No,,,,Yes,Fat (Grade 1),3500,http://classic.ona.io/api/v1/files/24424405?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1642838707261.jpg,No,,,,2.010465,37.50366833,549.6,Accepted
2022-02-19,Kenya,Korr,Gudere Shindes,Korr,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),1500,http://classic.ona.io/api/v1/files/24826987?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1645257985307.jpg,2.010378333,37.503685,553,Accepted
2022-05-21,Kenya,Korr,Gudere Shindes,Korr,No,,,,No,,,,Yes,Fat (Grade 1),3000,http://classic.ona.io/api/v1/files/26681969?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653117535556.jpg,No,,,,2.0103333,37.5039351,546.8,Accepted
2022-01-22,Kenya,Korr,Gudere Shindes,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),2800,http://classic.ona.io/api/v1/files/24424402?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1642838668080.jpg,No,,,,2.010453333,37.503645,550.9,Accepted
2022-02-19,Kenya,Korr,Gudere Shindes,Korr,No,,,,No,,,,Yes,Emaciated (Grade 3),2000,http://classic.ona.io/api/v1/files/24826854?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1645257511213.jpg,No,,,,2.01039,37.50359,553.1,Accepted
2022-01-22,Kenya,Korr,Gudere Shindes,Korr,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),1800,http://classic.ona.io/api/v1/files/24424486?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1642839440927.jpg,2.01046,37.50387167,557,Accepted
2022-04-05,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),40000,http://classic.ona.io/api/v1/files/25969225?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1649131825619.jpg,No,,,,No,,,,1.3998279,37.7211572,0,Accepted
2022-06-07,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),3900,http://classic.ona.io/api/v1/files/27074755?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1654576843218.jpg,No,,,,1.4196739,37.7317969,601.3,Accepted
2022-05-10,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2900,http://classic.ona.io/api/v1/files/26500844?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1652157546598.jpg,1.419659,37.7317695,599.5,Accepted
2022-05-10,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Fat (Grade 1),5400,http://classic.ona.io/api/v1/files/26500831?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1652157451192.jpg,1.4196682,37.7317772,599.3,Accepted
2022-05-10,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Thin (Grade 3),21000,http://classic.ona.io/api/v1/files/26500826?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1652156908650.jpg,No,,,,No,,,,1.4191973,37.7316711,587,Accepted
2022-02-15,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),36000,http://classic.ona.io/api/v1/files/24780880?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644900303337.jpg,No,,,,No,,,,1.4191543,37.7316582,602.3,Accepted
2022-06-07,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),3800,http://classic.ona.io/api/v1/files/27074749?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1654576381263.jpg,No,,,,1.4196641,37.7317797,597.7,Accepted
2022-02-15,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2400,http://classic.ona.io/api/v1/files/24781242?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644901899603.jpg,1.4195018,37.7315372,613.2,Accepted
2022-03-29,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2000,http://classic.ona.io/api/v1/files/25811915?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1648527739232.jpg,1.4196506,37.7318065,582.3,Accepted
2022-05-03,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2200,http://classic.ona.io/api/v1/files/26419045?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1651555106368.jpg,1.4196391,37.7316813,602,Accepted
2022-05-03,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2600,http://classic.ona.io/api/v1/files/26419042?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1651554980557.jpg,1.4196636,37.7317102,602.9,Accepted
2022-05-03,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2400,http://classic.ona.io/api/v1/files/26419036?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1651554888726.jpg,1.4196922,37.7317315,602.9,Accepted
2022-06-14,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),40000,http://classic.ona.io/api/v1/files/27219754?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1655190206269.jpg,No,,,,No,,,,1.4192492,37.7317708,602.5,Accepted
2022-05-03,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),3500,http://classic.ona.io/api/v1/files/26419028?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1651554678481.jpg,1.4196665,37.7316483,600.8,Accepted
2022-05-03,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),5100,http://classic.ona.io/api/v1/files/26419023?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1651554447654.jpg,No,,,,1.4196276,37.7317699,597.3,Accepted
2022-05-31,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Fat (Grade 1),2600,http://classic.ona.io/api/v1/files/26920636?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653971119255.jpg,1.4197202,37.7317737,607.4,Accepted
2022-05-03,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),12000,http://classic.ona.io/api/v1/files/26418998?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1651553563303.jpg,No,,,,No,,,,1.4192088,37.7317485,573.8,Accepted
2022-05-03,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),15000,http://classic.ona.io/api/v1/files/26418981?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1651553355388.jpg,No,,,,No,,,,1.4191948,37.731769,573.2,Accepted
2022-05-03,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),21000,http://classic.ona.io/api/v1/files/26418976?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1651553288084.jpg,No,,,,No,,,,1.4192,37.7316968,572.7,Accepted
2022-05-17,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),3000,http://classic.ona.io/api/v1/files/26601242?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1652762400967.jpg,1.4196352,37.731773,603.5,Accepted
2022-05-03,Kenya,Merrile,Shukri Ngoley ,Merille,Yes,Moderate (Grade 2),45000,http://classic.ona.io/api/v1/files/26419053?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1651555523346.jpg,No,,,,No,,,,No,,,,1.4192217,37.7308238,597.6,Accepted
2022-02-15,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),4500,http://classic.ona.io/api/v1/files/24781246?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644902153608.jpg,1.419435,37.7315633,612.2,Accepted
2022-05-10,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2500,http://classic.ona.io/api/v1/files/26500836?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1652157508421.jpg,1.419665,37.7317818,599.3,Accepted
2022-03-15,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),2800,http://classic.ona.io/api/v1/files/25408397?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1647320016946.jpg,No,,,,1.4157046,37.723183,0,Accepted
2022-04-26,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),2000,http://classic.ona.io/api/v1/files/26322313?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1650947427276.jpg,No,,,,1.419639,37.7317869,600.3,Accepted
2022-04-26,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),24000,http://classic.ona.io/api/v1/files/26322302?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1650946286885.jpg,No,,,,No,,,,1.4193091,37.7316289,580,Accepted
2022-06-07,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),3200,http://classic.ona.io/api/v1/files/27074752?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1654576524545.jpg,No,,,,1.4196799,37.7318047,599,Accepted
2022-03-01,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Fat (Grade 1),58000,http://classic.ona.io/api/v1/files/25036885?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1646107702563.jpg,No,,,,No,,,,1.419136,37.7317165,586.8,Accepted
2022-04-26,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Fat (Grade 1),2600,http://classic.ona.io/api/v1/files/26322306?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1650946719463.jpg,1.4196227,37.7318262,586.7,Accepted
2022-03-08,Kenya,Merrile,Shukri Ngoley ,Merille,Yes,Moderate (Grade 2),48000,http://classic.ona.io/api/v1/files/25209976?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1646715044692.jpg,No,,,,No,,,,No,,,,1.4194026,37.7314505,586.5,Accepted
2022-04-19,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),3500,http://classic.ona.io/api/v1/files/26210455?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1650351765508.jpg,No,,,,1.419626667,37.73183,598.1,Accepted
2022-03-08,Kenya,Merrile,Shukri Ngoley ,Merille,Yes,Moderate (Grade 2),43000,http://classic.ona.io/api/v1/files/25209982?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1646715258272.jpg,No,,,,No,,,,No,,,,1.4193391,37.7314758,590.7,Accepted
2022-02-01,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2400,http://classic.ona.io/api/v1/files/24599149?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1643690951388.jpg,1.4193921,37.7316814,610.1516776,Accepted
2022-04-19,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),4800,http://classic.ona.io/api/v1/files/26210466?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1650351969234.jpg,No,,,,1.41954,37.73181,593.6,Accepted
2022-01-04,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),2500,http://classic.ona.io/api/v1/files/24159433?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1641269785697.jpg,No,,,,1.419513,37.7318588,599.9101857,Accepted
2022-05-24,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),22000,http://classic.ona.io/api/v1/files/26741201?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653365402069.jpg,No,,,,No,,,,1.4403098,37.7267982,0,Accepted
2022-05-31,Kenya,Merrile,Shukri Ngoley ,Merille,Yes,Fat (Grade 1),50000,http://classic.ona.io/api/v1/files/26920646?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653973106392.jpg,No,,,,No,,,,No,,,,1.4193926,37.7311291,598.2,Accepted
2022-04-12,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),3200,http://classic.ona.io/api/v1/files/26110263?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1649737367667.jpg,No,,,,1.4196778,37.7317644,603.5,Accepted
2022-03-08,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2300,http://classic.ona.io/api/v1/files/25209964?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1646714294816.jpg,1.419544,37.731738,589.7,Accepted
2022-06-21,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),22000,http://classic.ona.io/api/v1/files/27367164?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1655784891186.jpg,No,,,,No,,,,1.4191382,37.7317198,607.5,Accepted
2022-04-12,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),32500,http://classic.ona.io/api/v1/files/26110247?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1649736586262.jpg,No,,,,No,,,,1.4192291,37.731695,603.1,Accepted
2022-02-22,Kenya,Merrile,Shukri Ngoley ,Merille,Yes,Moderate (Grade 2),38000,http://classic.ona.io/api/v1/files/24861813?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1645506515701.jpg,No,,,,No,,,,No,,,,1.4000699,37.7212324,0,Accepted
2022-05-24,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),1700,http://classic.ona.io/api/v1/files/26741220?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653366523078.jpg,1.4197133,37.7317333,614.9,Accepted
2022-02-15,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),51000,http://classic.ona.io/api/v1/files/24780884?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644900435381.jpg,No,,,,No,,,,1.4191263,37.7315709,589.3,Accepted
2022-03-22,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2500,http://classic.ona.io/api/v1/files/25604499?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1647926320195.jpg,1.4196893,37.7318098,609.1,Accepted
2022-04-19,Kenya,Merrile,Shukri Ngoley ,Merille,Yes,Moderate (Grade 2),40000,http://classic.ona.io/api/v1/files/26210518?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1650353263252.jpg,No,,,,No,,,,No,,,,1.419615,37.73087,586.2,Accepted
2022-04-05,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),3400,http://classic.ona.io/api/v1/files/25969295?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1649132979374.jpg,No,,,,1.4420154,37.7271778,0,Accepted
2022-04-05,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Fat (Grade 1),3200,http://classic.ona.io/api/v1/files/25969284?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1649132911796.jpg,1.4420154,37.7271778,0,Accepted
2022-01-04,Kenya,Merrile,Shukri Ngoley ,Merille,Yes,Fat (Grade 1),45000,http://classic.ona.io/api/v1/files/24159454?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1641270772025.jpg,No,,,,No,,,,No,,,,1.4191552,37.7308539,593.5963483,Accepted
2022-06-07,Kenya,Merrile,Shukri Ngoley ,Merille,Yes,Moderate (Grade 2),45000,http://classic.ona.io/api/v1/files/27074764?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1654577614249.jpg,No,,,,No,,,,No,,,,1.4194055,37.7312652,597.3,Accepted
2022-03-29,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),21000,http://classic.ona.io/api/v1/files/25811978?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1648528779564.jpg,No,,,,No,,,,1.4191785,37.7317423,585.2,Accepted
2022-03-29,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),2300,http://classic.ona.io/api/v1/files/25811940?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1648528095407.jpg,No,,,,1.4196704,37.7318079,584.8,Accepted
2022-03-29,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),1500,http://classic.ona.io/api/v1/files/25811908?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1648527539695.jpg,1.4196437,37.7318146,596.3,Accepted
2022-03-22,Kenya,Merrile,Shukri Ngoley ,Merille,Yes,Moderate (Grade 2),60000,http://classic.ona.io/api/v1/files/25604514?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1647927268618.jpg,No,,,,No,,,,No,,,,1.4192804,37.730897,611.1,Accepted
2022-04-05,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Fat (Grade 1),3500,http://classic.ona.io/api/v1/files/25969302?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1649133034904.jpg,No,,,,1.4420154,37.7271778,0,Accepted
2022-03-22,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Fat (Grade 1),3000,http://classic.ona.io/api/v1/files/25604497?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1647925894416.jpg,1.4196386,37.7318573,596.4,Accepted
2022-03-22,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),38000,http://classic.ona.io/api/v1/files/25604483?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1647924446731.jpg,No,,,,No,,,,1.4191157,37.7315699,598.5,Accepted
2022-03-08,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),2400,http://classic.ona.io/api/v1/files/25209949?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1646714002907.jpg,No,,,,1.4196592,37.7318198,586.3,Accepted
2022-03-15,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2500,http://classic.ona.io/api/v1/files/25408319?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1647318564465.jpg,1.4313765,37.7251599,0,Accepted
2022-03-15,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),29000,http://classic.ona.io/api/v1/files/25407039?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1647317432832.jpg,No,,,,No,,,,1.4157046,37.723183,0,Accepted
2022-02-08,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),2600,http://classic.ona.io/api/v1/files/24707142?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644294558871.jpg,No,,,,1.4405294,37.7266426,0,Accepted
2022-02-22,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),48000,http://classic.ona.io/api/v1/files/24861780?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1645503117347.jpg,No,,,,No,,,,1.442442,37.727189,0,Accepted
2022-04-19,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),3800,http://classic.ona.io/api/v1/files/26210474?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1650352344772.jpg,1.419476667,37.73187,586.5,Accepted
2022-03-15,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),2700,http://classic.ona.io/api/v1/files/25408377?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1647319585680.jpg,No,,,,1.4108346,37.7223176,0,Accepted
2022-01-11,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),26000,http://classic.ona.io/api/v1/files/24242409?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1641874116619.jpg,No,,,,No,,,,1.4192147,37.7317396,593.777926,Accepted
2022-01-11,Kenya,Merrile,Shukri Ngoley ,Merille,Yes,Moderate (Grade 2),42000,http://classic.ona.io/api/v1/files/24242422?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1641876657798.jpg,No,,,,No,,,,No,,,,1.4192387,37.7313896,589.7853732,Accepted
2022-02-15,Kenya,Merrile,Shukri Ngoley ,Merille,Yes,Moderate (Grade 2),40000,http://classic.ona.io/api/v1/files/24781422?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644904985141.jpg,No,,,,No,,,,No,,,,1.4192136,37.7311365,607.9,Accepted
2022-03-08,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2600,http://classic.ona.io/api/v1/files/25209967?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1646714383421.jpg,1.4194569,37.7316839,588.9,Accepted
2022-03-08,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),2600,http://classic.ona.io/api/v1/files/25209933?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1646713656392.jpg,No,,,,1.4196161,37.7318061,586.9,Accepted
2022-05-17,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),2800,http://classic.ona.io/api/v1/files/26601283?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1652763042698.jpg,No,,,,1.4196238,37.7317713,600.9,Accepted
2022-05-31,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Fat (Grade 1),4100,http://classic.ona.io/api/v1/files/26920643?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653971773781.jpg,No,,,,1.4196633,37.7318017,602.2,Accepted
2022-04-19,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2500,http://classic.ona.io/api/v1/files/26210502?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1650353032706.jpg,1.419773333,37.73165667,585.7,Accepted
2022-03-01,Kenya,Merrile,Shukri Ngoley ,Merille,Yes,Moderate (Grade 2),48000,http://classic.ona.io/api/v1/files/25036906?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1646110477434.jpg,No,,,,No,,,,No,,,,1.41934,37.7307467,601.6,Accepted
2022-03-15,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Moderate (Grade 2),26000,http://classic.ona.io/api/v1/files/25407269?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1647317755500.jpg,No,,,,No,,,,1.4313765,37.7251599,0,Accepted
2022-05-10,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,Yes,Moderate (Grade 2),3200,http://classic.ona.io/api/v1/files/26500867?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1652157951239.jpg,No,,,,1.4197018,37.7317939,598.9,Accepted
2022-03-15,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,Yes,Fat (Grade 1),48000,http://classic.ona.io/api/v1/files/25407257?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1647317587829.jpg,No,,,,No,,,,1.4157046,37.723183,0,Accepted
2022-01-18,Kenya,Merrile,Shukri Ngoley ,Merille,No,,,,No,,,,No,,,,Yes,Fat (Grade 1),2400,http://classic.ona.io/api/v1/files/24348393?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1642483703071.jpg,1.4194686,37.7316583,601.8687834,Accepted
