Crop ,Indicator,Indicator Name,Region Name,province_id,Region - RegionId,Scale,Units,2011,2012,2013,2014,2015,2016,2017
Millet,Yield Rate,Millet Yield Rate,Western Province,38,ZM-01,units,MT/HA,0.402252862,0.275342514,0.356773123,0.281534648,0.175198197,0.289292411,0.368535118
Millet,Yield Rate,Millet Expected Sales,Zambia,,ZM,units,Mt,10021.90297,7057.175994,6919.709363,,10742.09195,9425.697109,9512.108204
Millet,Expected Sales,Millet Expected Sales,Central Province,29,ZM-02,units,Mt,674.895632,494.4536076,920.5228602,526.9725609,261.4282132,269.1015563,404.0628639
Millet,Expected Sales,Millet Expected Sales,Copperbelt Province,30,ZM-08,units,Mt,1.223571717,107.0859146,81.53872623,47.97035759,68.2749244,666.6415861,10.72436836
Millet,Expected Sales,Millet Expected Sales,Eastern Province,31,ZM-03,units,Mt,428.0990529,13.75731164,87.5981305,196.2294741,79.78559375,88.67503118,31.20451847
Millet,Expected Sales,Millet Expected Sales,Luapula Province,32,ZM-04,units,Mt,170.4736895,680.3830432,583.4857983,766.0371894,1462.25219,600.5512983,634.8728381
Millet,Expected Sales,Millet Expected Sales,Lusaka Province,33,ZM-09,units,Mt,5.75612834,99.95174854,,9.031018684,0,,0.318458414
Millet,Expected Sales,Millet Expected Sales,Muchinga Province,34,ZM-10,units,Mt,,2170.197689,2387.892332,4150.41065,2799.777512,2344.116958,3550.524586
Millet,Expected Sales,Millet Expected Sales,Northern Province,35,ZM-05,units,Mt,8219.435627,3149.37194,2487.36367,5020.18168,5927.603548,4614.905745,4154.315608
Millet,Expected Sales,Millet Expected Sales,North-Western Province,36,ZM-06,units,Mt,208.6127459,151.0742612,136.6984653,12.39871628,64.44885171,86.8214201,51.1532865
Millet,Expected Sales,Millet Expected Sales,Southern Province,37,ZM-07,units,Mt,2.813606934,80.84309499,44.4241986,140.1454875,13.27683104,66.99573222,51.045923
Millet,Expected Sales,Millet Expected Sales,Western Province,38,ZM-01,units,Mt,310.5929115,110.0573833,190.1851815,146.0106639,65.24428303,687.887782,623.8857542
Millet,Expected Sales,Sun Flower Area Planted,Zambia,,ZM,units,Ha,40894.04815,,65600.03025,65513.31886,88815.77195,125815.2616,103751.5182
Sun Flower,Area Planted,Sun Flower Area Planted,Central Province,29,ZM-02,units,Ha,2319.936679,1890.810358,1674.670192,2815.153675,4026.275156,8556.860686,4935.315905
Sun Flower,Area Planted,Sun Flower Area Planted,Copperbelt Province,30,ZM-08,units,Ha,126.8619378,185.1279663,75.57138712,39.49441805,26.25556414,176.316844,180.1092632
Sun Flower,Area Planted,Sun Flower Area Planted,Eastern Province,31,ZM-03,units,Ha,26250.07869,27242.20191,48989.77203,47155.38227,48889.91469,81725.63773,67545.77211
Sun Flower,Area Planted,Sun Flower Area Planted,Luapula Province,32,ZM-04,units,Ha,13.65344134,36.87332557,66.9524397,12.93627999,28.94761807,25.10402094,111.8961157
Sun Flower,Area Planted,Sun Flower Area Planted,Lusaka Province,33,ZM-09,units,Ha,377.301675,166.3852874,258.7038208,129.5207336,56.25399694,259.9941401,239.6153878
Sun Flower,Area Planted,Sun Flower Area Planted,Muchinga Province,34,ZM-10,units,Ha,,755.6723759,1332.294201,801.9484406,1669.234442,1135.36722,1228.269811
Sun Flower,Area Planted,Sun Flower Area Planted,Northern Province,35,ZM-05,units,Ha,3034.406037,2976.708212,1632.583495,1754.164284,1719.983145,1456.452902,633.2913721
Sun Flower,Area Planted,Sun Flower Area Planted,North-Western Province,36,ZM-06,units,Ha,23.50735834,24.14536643,28.45424472,10.93872727,3.663968557,2.634714883,32.57646397
Sun Flower,Area Planted,Sun Flower Area Planted,Southern Province,37,ZM-07,units,Ha,8723.386566,7481.560254,11525.97808,12779.88963,32368.57516,32466.25449,28820.22769
Sun Flower,Area Planted,Sun Flower Area Planted,Western Province,38,ZM-01,units,Ha,24.91576679,110.6251921,15.05036389,13.89040117,26.66821016,10.63888486,24.44412651
Sun Flower,Area Planted,Sun Flower Expected Production,Zambia,,ZM,units,Mt,21954.20887,20468.17098,32283.61838,32099.63662,33862.00035,59442.04187,47524.23857
Sun Flower,Expected Production,Sun Flower Expected Production,Central Province,29,ZM-02,units,Mt,2286.720295,1120.449598,581.5897595,1049.775635,1344.059501,3731.849895,2154.106451
Sun Flower,Expected Production,Sun Flower Expected Production,Copperbelt Province,30,ZM-08,units,Mt,82.5355659,60.68051013,49.62341639,17.42275209,14.98716585,140.1383595,112.5016368
Sun Flower,Expected Production,Sun Flower Expected Production,Eastern Province,31,ZM-03,units,Mt,13625.83186,12969.05892,25088.83279,23939.97981,23806.78098,43583.46667,36048.48585
Sun Flower,Expected Production,Sun Flower Expected Production,Luapula Province,32,ZM-04,units,Mt,5.49065764,33.58207291,77.05368347,5.141813472,5.820426149,15.09706979,15.27571359
Sun Flower,Expected Production,Sun Flower Expected Production,Lusaka Province,33,ZM-09,units,Mt,631.6920245,86.76856936,119.9759946,49.20812627,29.48493843,183.5218821,82.08490395
Sun Flower,Expected Production,Sun Flower Expected Production,Muchinga Province,34,ZM-10,units,Mt,,591.6364952,887.4833007,425.6737256,1022.712058,760.6661927,738.0077877
Sun Flower,Expected Production,Sun Flower Expected Production,Northern Province,35,ZM-05,units,Mt,2103.485016,1697.66803,614.4488684,761.7257316,491.9741898,434.2888371,312.3740044
Sun Flower,Expected Production,Sun Flower Expected Production,North-Western Province,36,ZM-06,units,Mt,9.583525832,22.54116463,14.37412476,4.862045495,1.221420558,0.585539035,14.19644135
Sun Flower,Expected Production,Sun Flower Expected Production,Southern Province,37,ZM-07,units,Mt,3202.453619,3852.837575,4839.325746,5845.191722,7139.718413,10586.51646,8038.321995
Sun Flower,Expected Production,Sun Flower Expected Production,Western Province,38,ZM-01,units,Mt,6.41631109,32.94804918,10.91070154,0.655254393,5.241263141,5.910964428,8.883784648
Sun Flower,Expected Production,Sun Flower Yield Rate,Zambia,,ZM,units,MT/HA,0.536855847,0.500810271,0.492128102,0.489971157,0.381261116,0.47245494,
Sun Flower,Yield Rate,Sun Flower Yield Rate,Central Province,29,ZM-02,units,MT/HA,0.985682202,0.592576401,0.347286148,0.372901716,0.333822068,0.436123718,0.436467795
Sun Flower,Yield Rate,Sun Flower Yield Rate,Copperbelt Province,30,ZM-08,units,MT/HA,0.650593609,0.327776032,0.656642921,0.441144672,0.570818657,0.794809823,0.624629932
Sun Flower,Yield Rate,Sun Flower Yield Rate,Eastern Province,31,ZM-03,units,MT/HA,0.519077753,0.476065002,0.512123893,0.50768287,0.486946666,0.533290016,0.533689744
Sun Flower,Yield Rate,Sun Flower Yield Rate,Luapula Province,32,ZM-04,units,MT/HA,0.402144595,0.910741638,1.15087193,0.39747234,0.201067533,0.601380545,0.136516925
Sun Flower,Yield Rate,Sun Flower Yield Rate,Lusaka Province,33,ZM-09,units,MT/HA,1.67423594,0.521491838,0.463758109,0.379924703,0.52413944,0.705869302,0.342569418
Sun Flower,Yield Rate,Sun Flower Yield Rate,Muchinga Province,34,ZM-10,units,MT/HA,,0.78292725,0.666131625,0.530799368,0.612683295,0.669973714,0.600851524
Sun Flower,Yield Rate,Sun Flower Yield Rate,Northern Province,35,ZM-05,units,MT/HA,0.693211452,0.570317246,0.376365969,0.434238537,0.286034309,0.298182548,0.493254793
Sun Flower,Yield Rate,Sun Flower Yield Rate,North-Western Province,36,ZM-06,units,MT/HA,0.407681956,0.933560677,0.505166273,0.44448,0.33336,0.22224,0.435788285
Sun Flower,Yield Rate,Sun Flower Yield Rate,Southern Province,37,ZM-07,units,MT/HA,0.367111281,0.514977818,0.41986248,0.457374194,0.220575616,0.326077542,0.278912508
Sun Flower,Yield Rate,Sun Flower Yield Rate,Western Province,38,ZM-01,units,MT/HA,0.257520113,0.297834956,0.724946029,0.04717318,0.196535992,0.5556,0.363432281
Sun Flower,Yield Rate,Sun Flower Expected Sales,Zambia,,ZM,units,Mt,1547.169674,302.6584964,,,,,
Sun Flower,Expected Sales,Sun Flower Expected Sales,Central Province,29,ZM-02,units,Mt,856.09,147.9955256,,,,,
Sun Flower,Expected Sales,Sun Flower Expected Sales,Eastern Province,31,ZM-03,units,Mt,52.89,27.33690476,,,,,
Sun Flower,Expected Sales,Sun Flower Expected Sales,Lusaka Province,33,ZM-09,units,Mt,445.34,,,,,,
Sun Flower,Expected Sales,Sun Flower Expected Sales,Muchinga Province,34,ZM-10,units,Mt,,11.05,,,,,
Sun Flower,Expected Sales,Sun Flower Expected Sales,Northern Province,35,ZM-05,units,Mt,1.75,,,,,,
Sun Flower,Expected Sales,Sun Flower Expected Sales,Southern Province,37,ZM-07,units,Mt,190.8905724,116.276066,,,,,
Sun Flower,Expected Sales,Sun Flower Expected Sales,Western Province,38,ZM-01,units,Mt,0,,,,,,
Sun Flower,Expected Sales,Ground Nuts Area Planted,Zambia,,ZM,units,Ha,224121.32,,206292.17,248105.8487,241973.5577,221771.5856,267680.011
Ground Nuts,Area Planted,Ground Nuts Area Planted,Central Province,29,ZM-02,units,Ha,31002.24,19233.65,18939.71,30532.87497,34172.32715,35111.88111,41260.06598
Ground Nuts,Area Planted,Ground Nuts Area Planted,Copperbelt Province,30,ZM-08,units,Ha,8257.34,8734.79,9249.23,10285.78051,8314.651764,7753.913038,8978.395984
Ground Nuts,Area Planted,Ground Nuts Area Planted,Eastern Province,31,ZM-03,units,Ha,67067.34,56946.4,69211.54,79994.80636,65653.31813,67985.89293,96488.18606
Ground Nuts,Area Planted,Ground Nuts Area Planted,Luapula Province,32,ZM-04,units,Ha,18429.46,17599,17941.32,22779.48932,20807.40857,16879.54708,18348.47925
Ground Nuts,Area Planted,Ground Nuts Area Planted,Lusaka Province,33,ZM-09,units,Ha,3030.02,2487.23,2710.69,3746.68138,6976.884583,5038.52645,6368.59552
Ground Nuts,Area Planted,Ground Nuts Area Planted,Muchinga Province,34,ZM-10,units,Ha,,14162.83,16757.9,18068.13657,15323.53254,12375.2727,13818.69535
Ground Nuts,Area Planted,Ground Nuts Area Planted,Northern Province,35,ZM-05,units,Ha,42254.57,29025.21,27002.29,32622.12124,33937.75342,25364.33736,23984.15154
Ground Nuts,Area Planted,Ground Nuts Area Planted,North-Western Province,36,ZM-06,units,Ha,5575.82,7813.68,8464.53,11864.26126,10700.404,12491.96526,14560.38437
Ground Nuts,Area Planted,Ground Nuts Area Planted,Southern Province,37,ZM-07,units,Ha,38360.46,23088.83,29995.68,31029.06742,35729.44957,28985.39692,35437.01952
Ground Nuts,Area Planted,Ground Nuts Area Planted,Western Province,38,ZM-01,units,Ha,10144.07,5305.43,6019.27,7182.629668,10357.82799,9784.852772,8436.03745
Ground Nuts,Area Planted,Ground Nuts Expected Production,Zambia,,ZM,units,Mt,139387.56,113025.66,106170.34,142075.6992,109609.0096,128336.8688,165882.1837
Ground Nuts,Expected Production,Ground Nuts Expected Production,Central Province,29,ZM-02,units,Mt,17004.9,12105.81,12424.3,20353.64499,34172.32715,20079.88302,25764.11937
Ground Nuts,Expected Production,Ground Nuts Expected Production,Copperbelt Province,30,ZM-08,units,Mt,6093.08,5426.81,6035.24,8841.355795,8314.651764,9466.466445,6957.63314
Ground Nuts,Expected Production,Ground Nuts Expected Production,Eastern Province,31,ZM-03,units,Mt,29558.14,30929.79,30568.39,37832.85797,65653.31813,31236.11263,57155.81971
Ground Nuts,Expected Production,Ground Nuts Expected Production,Luapula Province,32,ZM-04,units,Mt,11486.07,14132.64,11440.22,15926.92282,20807.40857,12394.53431,11935.32108
Ground Nuts,Expected Production,Ground Nuts Expected Production,Lusaka Province,33,ZM-09,units,Mt,1418.8,1152.19,1495.7,1836.208933,6976.884583,2006.020633,1970.850551
Ground Nuts,Expected Production,Ground Nuts Expected Production,Muchinga Province,34,ZM-10,units,Mt,,10817.37,10674.48,10956.25987,15323.53254,7240.185313,9438.674152
Ground Nuts,Expected Production,Ground Nuts Expected Production,Northern Province,35,ZM-05,units,Mt,31004.01,16210.93,13762.76,17404.75895,33937.75342,16296.4006,14170.89792
Ground Nuts,Expected Production,Ground Nuts Expected Production,North-Western Province,36,ZM-06,units,Mt,4604.86,10336.77,6888.71,11887.06194,10700.404,10438.40328,14955.72548
Ground Nuts,Expected Production,Ground Nuts Expected Production,Southern Province,37,ZM-07,units,Mt,32709.58,9615.66,10648.86,14291.09563,35729.44957,15250.7148,18920.2669
Ground Nuts,Expected Production,Ground Nuts Expected Production,Western Province,38,ZM-01,units,Mt,5508.12,2297.68,2231.69,2745.532312,10357.82799,3928.147809,4612.87539
Ground Nuts,Expected Production,Ground Nuts Yield Rate,Zambia,,ZM,units,MT/HA,0.62,0.61,0.51,0.572641475,0.452979287,0.578689414,0.619703291
Ground Nuts,Yield Rate,Ground Nuts Yield Rate,Central Province,29,ZM-02,units,MT/HA,0.55,0.63,0.66,0.666614101,0.452059624,0.571882861,0.624432336
Ground Nuts,Yield Rate,Ground Nuts Yield Rate,Copperbelt Province,30,ZM-08,units,MT/HA,0.74,0.62,0.65,0.859570724,0.769790573,1.220863118,0.774930528
Ground Nuts,Yield Rate,Ground Nuts Yield Rate,Eastern Province,31,ZM-03,units,MT/HA,0.44,0.54,0.44,0.472941428,0.361583698,0.459449913,0.592360806
Ground Nuts,Yield Rate,Ground Nuts Yield Rate,Luapula Province,32,ZM-04,units,MT/HA,0.62,0.8,0.64,0.699178221,0.533987249,0.734293062,0.650480125
Ground Nuts,Yield Rate,Ground Nuts Yield Rate,Lusaka Province,33,ZM-09,units,MT/HA,0.47,0.46,0.55,0.490089428,0.242804155,0.39813637,0.309463923
Ground Nuts,Yield Rate,Ground Nuts Yield Rate,Muchinga Province,34,ZM-10,units,MT/HA,,0.76,0.64,0.606385713,0.616470026,0.585052587,0.683036561
Ground Nuts,Yield Rate,Ground Nuts Yield Rate,Northern Province,35,ZM-05,units,MT/HA,0.73,0.56,0.51,0.533526279,0.5814205,0.642492661,0.590844246
Ground Nuts,Yield Rate,Ground Nuts Yield Rate,North-Western Province,36,ZM-06,units,MT/HA,0.83,1.32,0.81,1.001921795,0.808592922,0.835609375,1.027151832
Ground Nuts,Yield Rate,Ground Nuts Yield Rate,Southern Province,37,ZM-07,units,MT/HA,0.85,0.42,0.36,0.460571226,0.300510204,0.526151663,0.533912478
Ground Nuts,Yield Rate,Ground Nuts Yield Rate,Western Province,38,ZM-01,units,MT/HA,0.54,0.43,0.37,0.382246119,0.2557026,0.401451907,0.54680594
Ground Nuts,Yield Rate,Ground Nuts Expected Sales,Zambia,,ZM,units,Mt,46986.21,45701.06,44177.78,,43189.71172,49728.64381,78127.80072
Ground Nuts,Expected Sales,Ground Nuts Expected Sales,Central Province,29,ZM-02,units,Mt,7765.4,5703.9,6194.61,11489.49871,5994.745672,8746.957219,12864.4489
Ground Nuts,Expected Sales,Ground Nuts Expected Sales,Copperbelt Province,30,ZM-08,units,Mt,2345.75,2913.42,3229.9,4490.970398,3317.643618,4898.004752,5159.480694
Ground Nuts,Expected Sales,Ground Nuts Expected Sales,Eastern Province,31,ZM-03,units,Mt,8261.73,10246.5,11662.88,14369.11539,7441.423278,10509.85281,25959.91093
Ground Nuts,Expected Sales,Ground Nuts Expected Sales,Luapula Province,32,ZM-04,units,Mt,4805.9,6501.77,6257.33,8299.379548,5599.53674,5186.36024,5576.515978
Ground Nuts,Expected Sales,Ground Nuts Expected Sales,Lusaka Province,33,ZM-09,units,Mt,433.81,377.42,519.37,657.1122471,319.3597116,616.2317988,737.3431471
Ground Nuts,Expected Sales,Ground Nuts Expected Sales,Muchinga Province,34,ZM-10,units,Mt,,4425.89,4061.45,4471.641935,3643.260836,3023.775176,3534.938768
Ground Nuts,Expected Sales,Ground Nuts Expected Sales,Northern Province,35,ZM-05,units,Mt,13324.8,7563.57,5685.49,7848.153315,7909.080059,7013.056548,6580.28659
Ground Nuts,Expected Sales,Ground Nuts Expected Sales,North-Western Province,36,ZM-06,units,Mt,2152.28,5503.62,3808.43,7176.591332,5143.56799,4810.256133,9759.172621
Ground Nuts,Expected Sales,Ground Nuts Expected Sales,Southern Province,37,ZM-07,units,Mt,6795.85,2108.95,2236.32,3759.751914,2984.780164,3430.561379,6202.299357
Ground Nuts,Expected Sales,Ground Nuts Expected Sales,Western Province,38,ZM-01,units,Mt,1100.68,356.02,522.01,873.0029405,836.313646,1493.58776,1753.403739
Ground Nuts,Expected Sales,Soya Beans Area Planted,Zambia,,ZM,units,Ha,61421.9,86222.56,44286.53,55434.38258,59126.38807,80134.35382,161859.1087
Soya Beans,Area Planted,Soya Beans Area Planted,Central Province,29,ZM-02,units,Ha,24219.1,39999.52,13134.8,22539.87103,24656.74836,35097.86665,56406.65301
Soya Beans,Area Planted,Soya Beans Area Planted,Copperbelt Province,30,ZM-08,units,Ha,6429.12,13273.34,2281.63,1696.294783,1713.02574,3737.874592,6044.66624
Soya Beans,Area Planted,Soya Beans Area Planted,Eastern Province,31,ZM-03,units,Ha,7392.41,8774.19,17037.34,22071.22425,23128.83177,32961.26777,83252.25892
Soya Beans,Area Planted,Soya Beans Area Planted,Luapula Province,32,ZM-04,units,Ha,128.84,169.08,694.2,313.1056763,431.7684014,400.4626109,882.7997705
Soya Beans,Area Planted,Soya Beans Area Planted,Lusaka Province,33,ZM-09,units,Ha,10336.86,10248.28,991.46,642.3602041,1190.032016,683.4579675,2158.922568
Soya Beans,Area Planted,Soya Beans Area Planted,Muchinga Province,34,ZM-10,units,Ha,,1765.14,3395.15,2994.43784,2559.800432,1396.668972,3211.922542
Soya Beans,Area Planted,Soya Beans Area Planted,Northern Province,35,ZM-05,units,Ha,2805.78,2261.06,2847.7,3597.875199,4019.089823,3968.878448,5122.059807
Soya Beans,Area Planted,Soya Beans Area Planted,North-Western Province,36,ZM-06,units,Ha,318.28,450.34,1133.92,466.142855,459.5607966,337.817544,724.1544068
Soya Beans,Area Planted,Soya Beans Area Planted,Southern Province,37,ZM-07,units,Ha,9723.6,9056.85,2586.67,1033.895733,822.116886,1364.030763,3778.926508
Soya Beans,Area Planted,Soya Beans Area Planted,Western Province,38,ZM-01,units,Ha,67.93,224.76,183.65,79.17501407,145.4138448,186.028501,276.7449504
Soya Beans,Area Planted,Soya Beans Area Expected Production,Zambia,,ZM,units,Mt,116539.26,,36755.92,42718.27924,38594.75046,65303.88769,150994.4254
Soya Beans,Expected Production,Soya Beans Area Expected Production,Central Province,29,ZM-02,units,Mt,43917.92,99562.73,11279.87,1727.464922,13983.30744,26520.40277,54793.67265
Soya Beans,Expected Production,Soya Beans Area Expected Production,Copperbelt Province,30,ZM-08,units,Mt,18081.62,50397.4,2296.63,17246.22834,1618.874424,4359.930962,6142.067383
Soya Beans,Expected Production,Soya Beans Area Expected Production,Eastern Province,31,ZM-03,units,Mt,7327.84,5545.57,14072.65,404.1890231,15838.08759,27313.48945,76879.80103
Soya Beans,Expected Production,Soya Beans Area Expected Production,Luapula Province,32,ZM-04,units,Mt,90.99,201.95,750.06,519.175589,247.9019119,305.3780571,755.8691988
Soya Beans,Expected Production,Soya Beans Area Expected Production,Lusaka Province,33,ZM-09,units,Mt,23330.46,23232.57,881.53,2239.354295,575.3186808,645.2445963,1951.499141
Soya Beans,Expected Production,Soya Beans Area Expected Production,Muchinga Province,34,ZM-10,units,Mt,,1532.53,2176.14,3026.650462,2456.078708,1308.468664,2697.919017
Soya Beans,Expected Production,Soya Beans Area Expected Production,Northern Province,35,ZM-05,units,Mt,2178.28,2920.94,2285.89,575.2749715,3061.072126,3271.415769,4089.121301
Soya Beans,Expected Production,Soya Beans Area Expected Production,North-Western Province,36,ZM-06,units,Mt,552.18,511.8,1106.87,497.4227511,284.4880408,218.8563483,620.044909
Soya Beans,Expected Production,Soya Beans Area Expected Production,Southern Province,37,ZM-07,units,Mt,20968.18,19043.58,1771.99,26.41832472,432.6716993,1240.298172,2862.515183
Soya Beans,Expected Production,Soya Beans Area Expected Production,Western Province,38,ZM-01,units,Mt,91.78,89.38,134.3,,96.94983877,120.4028984,201.9155875
Soya Beans,Expected Production,soya Beans Yied Rate,Zambia,,ZM,units,MT/HA,1.9,,0.83,0.770609814,0.652750011,0.814929984,0.932875676
Soya Beans,Yield Rate,soya Beans Yied Rate,Central Province,29,ZM-02,units,MT/HA,1.81,2.49,0.86,0.730088497,0.567118877,0.755612956,0.971404431
Soya Beans,Yield Rate,soya Beans Yied Rate,Copperbelt Province,30,ZM-08,units,MT/HA,2.81,3.8,1.01,1.018375426,0.945038003,1.166419808,1.016113568
Soya Beans,Yield Rate,soya Beans Yied Rate,Eastern Province,31,ZM-03,units,MT/HA,0.99,0.63,0.83,0.781389748,0.684776808,0.828654093,0.923456036
Soya Beans,Yield Rate,soya Beans Yied Rate,Luapula Province,32,ZM-04,units,MT/HA,0.71,1.19,1.08,1.290902892,0.574154827,0.762563218,0.856218164
Soya Beans,Yield Rate,soya Beans Yied Rate,Lusaka Province,33,ZM-09,units,MT/HA,2.26,2.27,0.89,0.808231247,0.483448069,0.944088191,0.903922711
Soya Beans,Yield Rate,soya Beans Yied Rate,Muchinga Province,34,ZM-10,units,MT/HA,,0.87,0.64,0.747837963,0.959480543,0.936849526,0.839970137
Soya Beans,Yield Rate,soya Beans Yied Rate,Northern Province,35,ZM-05,units,MT/HA,0.78,1.29,0.8,0.841232754,0.761633171,0.82426706,0.798335329
Soya Beans,Yield Rate,soya Beans Yied Rate,North-Western Province,36,ZM-06,units,MT/HA,1.74,1.14,0.98,1.234117321,0.619043319,0.647853707,0.856233012
Soya Beans,Yield Rate,soya Beans Yied Rate,Southern Province,37,ZM-07,units,MT/HA,2.16,2.1,0.69,0.481115005,0.526289761,0.909289003,0.757494272
Soya Beans,Yield Rate,soya Beans Yied Rate,Western Province,38,ZM-01,units,MT/HA,1.35,0.4,0.73,0.333669972,0.6667167,0.647228235,0.729608931
Soya Beans,Yield Rate,Soya Beans Expected Sales,Zambia,,ZM,units,Mt,100698.03,182790.31,25091.74,33461.97369,24618.38556,45724.44816,118547.1536
Soya Beans,Expected Sales,Soya Beans Expected Sales,Central Province,29,ZM-02,units,Mt,40640.64,94552.87,8410.8,15017.05172,8781.96314,20714.15804,44034.99525
Soya Beans,Expected Sales,Soya Beans Expected Sales,Copperbelt Province,30,ZM-08,units,Mt,17955.42,49622.2,1688.99,1294.723202,1211.346244,3478.505503,4461.313507
Soya Beans,Expected Sales,Soya Beans Expected Sales,Eastern Province,31,ZM-03,units,Mt,5298.07,2633.43,10261.6,12430.40577,10317.6355,16542.88568,60697.45496
Soya Beans,Expected Sales,Soya Beans Expected Sales,Luapula Province,32,ZM-04,units,Mt,29.64,56.06,389.98,276.1290968,129.2574053,147.8723223,566.3138149
Soya Beans,Expected Sales,Soya Beans Expected Sales,Lusaka Province,33,ZM-09,units,Mt,20082.66,19330.86,452.7,396.6718943,510.6606098,535.125817,1706.360689
Soya Beans,Expected Sales,Soya Beans Expected Sales,Muchinga Province,34,ZM-10,units,Mt,,918.67,1436.54,1347.147573,1556.728763,765.9276392,1590.628298
Soya Beans,Expected Sales,Soya Beans Expected Sales,Northern Province,35,ZM-05,units,Mt,895.86,2377.03,1280.12,2055.143937,1886.956024,2280.682375,2477.251639
Soya Beans,Expected Sales,Soya Beans Expected Sales,North-Western Province,36,ZM-06,units,Mt,216.65,289.49,614.37,281.1385817,112.4482803,126.9317852,467.0128437
Soya Beans,Expected Sales,Soya Beans Expected Sales,Southern Province,37,ZM-07,units,Mt,15514.76,12967.65,463.19,343.752547,74.24712383,1075.382624,2380.943038
Soya Beans,Expected Sales,Soya Beans Expected Sales,Western Province,38,ZM-01,units,Mt,64.34,42.04,93.46,19.80936999,37.14247602,56.97637156,164.879574
Soya Beans,Expected Sales,Wheat Area Planted,Zambia,,ZM,units,Ha,37637.32,37230.18,,,,,
Wheat,Area Planted,Wheat Area Planted,Central Province,29,ZM-02,units,Ha,19881.26,22443.52,,,,,
Wheat,Area Planted,Wheat Area Planted,Copperbelt Province,30,ZM-08,units,Ha,3410,5867.5,,,,,
Wheat,Area Planted,Wheat Area Planted,Lusaka Province,33,ZM-09,units,Ha,8876.83,5321.88,,,,,
Wheat,Area Planted,Wheat Area Planted,Northern Province,35,ZM-05,units,Ha,2.2,658.8,,,,,
Wheat,Area Planted,Wheat Area Planted,Southern Province,37,ZM-07,units,Ha,5467.03,2938.48,,,,,
Wheat,Area Planted,Wheat Expected Prodution,Zambia,,ZM,units,Mt,237335.69,253522.15,,,,,
Wheat,Expected Production,Wheat Expected Prodution,Central Province,29,ZM-02,units,Mt,123307.5,155512.19,,,,,
Wheat,Expected Production,Wheat Expected Prodution,Copperbelt Province,30,ZM-08,units,Mt,26575,38942.25,,,,,
Wheat,Expected Production,Wheat Expected Prodution,Lusaka Province,33,ZM-09,units,Mt,53596.95,35013.14,,,,,
Wheat,Expected Production,Wheat Expected Prodution,Northern Province,35,ZM-05,units,Mt,3.3,3294,,,,,
Wheat,Expected Production,Wheat Expected Prodution,Southern Province,37,ZM-07,units,Mt,33852.94,20760.56,,,,,
Wheat,Expected Production,Wheat Yied Rate,Zambia,,ZM,units,MT/HA,6.31,,,,,,
Wheat,Yield Rate,Wheat Yied Rate,Central Province,29,ZM-02,units,MT/HA,6.2,6.93,,,,,
Wheat,Yield Rate,Wheat Yied Rate,Copperbelt Province,30,ZM-08,units,MT/HA,7.79,6.64,,,,,
Wheat,Yield Rate,Wheat Yied Rate,Lusaka Province,33,ZM-09,units,MT/HA,6.04,6.58,,,,,
Wheat,Yield Rate,Wheat Yied Rate,Northern Province,35,ZM-05,units,MT/HA,1.5,5,,,,,
Wheat,Yield Rate,Wheat Yied Rate,Southern Province,37,ZM-07,units,MT/HA,6.19,7.07,,,,,
Wheat,Yield Rate,Wheat Expected Sales,Zambia,,ZM,units,Mt,200303.35,250629.38,,,,,
Wheat,Expected Sales,Wheat Expected Sales,Central Province,29,ZM-02,units,Mt,107189.63,153554.36,,,,,
Wheat,Expected Sales,Wheat Expected Sales,Copperbelt Province,30,ZM-08,units,Mt,26575,38864.25,,,,,
Wheat,Expected Sales,Wheat Expected Sales,Lusaka Province,33,ZM-09,units,Mt,43889.67,34321.14,,,,,
Wheat,Expected Sales,Wheat Expected Sales,Northern Province,35,ZM-05,units,Mt,2.97,3146.85,,,,,
Wheat,Expected Sales,Wheat Expected Sales,Southern Province,37,ZM-07,units,Mt,22646.09,20742.78,,,,,
Wheat,Expected Sales,Mixed Beans Area Planted,Zambia,,ZM,units,Ha,71544.01,88672.81,103469.67,110170.7535,92961.69137,89863.3357,83092.59654
Mixed Beans,Area Planted,Mixed Beans Area Planted,Central Province,29,ZM-02,units,Ha,4439.64,5554.58,7533.43,7802.426329,7446.588801,5602.481358,5544.264625
Mixed Beans,Area Planted,Mixed Beans Area Planted,Copperbelt Province,30,ZM-08,units,Ha,2840.09,2470.4,2753.56,1906.271213,2187.892321,1348.383984,1011.547159
Mixed Beans,Area Planted,Mixed Beans Area Planted,Eastern Province,31,ZM-03,units,Ha,2598.8,3724.24,6343.79,5755.902792,4251.581074,2497.257431,3928.545064
Mixed Beans,Area Planted,Mixed Beans Area Planted,Luapula Province,32,ZM-04,units,Ha,4261.43,5992.24,7888.58,6812.398182,6703.174792,6162.835868,4505.496629
Mixed Beans,Area Planted,Mixed Beans Area Planted,Lusaka Province,33,ZM-09,units,Ha,855.66,800.33,626.85,1084.196011,1005.02825,382.3381253,752.2061587
Mixed Beans,Area Planted,Mixed Beans Area Planted,Muchinga Province,34,ZM-10,units,Ha,,11074.38,15545.71,15481.66084,12454.09875,10088.54061,11235.33667
Mixed Beans,Area Planted,Mixed Beans Area Planted,Northern Province,35,ZM-05,units,Ha,50241.9,50983.93,55138.52,60738.84632,50567.89656,52438.38909,47362.22204
