Crop ,Indicator,Indicator Name,Region Name,province_id,Region - RegionId,Scale,Units,2011,2012,2013,2014,2015,2016,2017
Mixed Beans,Area Planted,Mixed Beans Area Planted,North-Western Province,36,ZM-06,units,Ha,4705.93,6224.65,5225.29,6541.270549,6218.393881,5560.153144,5747.551656
Mixed Beans,Area Planted,Mixed Beans Area Planted,Southern Province,37,ZM-07,units,Ha,357.23,1658.18,2155.74,3032.591532,1847.011274,3389.638442,1935.073116
Mixed Beans,Area Planted,Mixed Beans Area Planted,Western Province,38,ZM-01,units,Ha,1243.33,189.87,258.19,1015.189734,280.0256764,2393.317646,1070.353414
Mixed Beans,Area Planted,Mixed Beans Expected Production,Zambia,,ZM,units,Mt,47070.43,55300.68,56034.88,61494.59112,50137.21706,44935.0731,45298.77708
Mixed Beans,Expected Production,Mixed Beans Expected Production,Central Province,29,ZM-02,units,Mt,3279.36,3649.09,5993.76,5230.860765,3694.082339,2220.326003,2387.990555
Mixed Beans,Expected Production,Mixed Beans Expected Production,Copperbelt Province,30,ZM-08,units,Mt,1826.83,1490.44,1874.8,1203.389332,1296.590795,700.9066596,640.011974
Mixed Beans,Expected Production,Mixed Beans Expected Production,Eastern Province,31,ZM-03,units,Mt,1432.09,2087.78,3351.86,2778.559839,1868.88563,1297.195729,2286.942936
Mixed Beans,Expected Production,Mixed Beans Expected Production,Luapula Province,32,ZM-04,units,Mt,2998.53,3663.01,4305.56,4094.970119,4966.013212,3412.848087,2600.24012
Mixed Beans,Expected Production,Mixed Beans Expected Production,Lusaka Province,33,ZM-09,units,Mt,422.49,748.56,223.9,652.5456172,650.583494,222.861266,306.1274437
Mixed Beans,Expected Production,Mixed Beans Expected Production,Muchinga Province,34,ZM-10,units,Mt,,6549.61,7439.27,9246.842309,6498.093723,5658.422255,6117.053491
Mixed Beans,Expected Production,Mixed Beans Expected Production,Northern Province,35,ZM-05,units,Mt,33508.72,31171.66,28490.68,31857.63101,26283.91227,25572.72521,25965.12318
Mixed Beans,Expected Production,Mixed Beans Expected Production,North-Western Province,36,ZM-06,units,Mt,3147.22,4953.92,3554.16,4446.014916,4308.970165,3670.306493,3532.257225
Mixed Beans,Expected Production,Mixed Beans Expected Production,Southern Province,37,ZM-07,units,Mt,163.29,874.02,701,1672.146463,543.0733488,1536.77338,864.7932923
Mixed Beans,Expected Production,Mixed Beans Expected Production,Western Province,38,ZM-01,units,Mt,291.89,112.59,99.88,311.6307535,27.01207522,642.7080164,598.236859
Mixed Beans,Expected Production,Mixed Beans Yied Rate,Zambia,,ZM,units,MT/HA,0.66,0.62,0.54,0.558175279,0.539332023,0.500037894,0.545160206
Mixed Beans,Yield Rate,Mixed Beans Yied Rate,Central Province,29,ZM-02,units,MT/HA,0.74,0.66,0.8,0.670414631,0.496077122,0.396311181,0.430713668
Mixed Beans,Yield Rate,Mixed Beans Yied Rate,Copperbelt Province,30,ZM-08,units,MT/HA,0.64,0.6,0.68,0.631279182,0.592620936,0.519812359,0.632706017
Mixed Beans,Yield Rate,Mixed Beans Yied Rate,Eastern Province,31,ZM-03,units,MT/HA,0.55,0.56,0.53,0.482732238,0.439574266,0.519448141,0.582134836
Mixed Beans,Yield Rate,Mixed Beans Yied Rate,Luapula Province,32,ZM-04,units,MT/HA,0.7,0.61,0.55,0.601105515,0.740844953,0.553778838,0.577126194
Mixed Beans,Yield Rate,Mixed Beans Yied Rate,Lusaka Province,33,ZM-09,units,MT/HA,0.49,0.94,0.36,0.601870521,0.647328564,0.582890513,0.406972796
Mixed Beans,Yield Rate,Mixed Beans Yied Rate,Muchinga Province,34,ZM-10,units,MT/HA,,0.59,0.48,0.597277153,0.521763466,0.560876194,0.544447725
Mixed Beans,Yield Rate,Mixed Beans Yied Rate,Northern Province,35,ZM-05,units,MT/HA,0.67,0.61,0.52,0.524501747,0.51977468,0.487671831,0.548224345
Mixed Beans,Yield Rate,Mixed Beans Yied Rate,North-Western Province,36,ZM-06,units,MT/HA,0.67,0.8,0.68,0.679686749,0.692939406,0.660108885,0.614567286
Mixed Beans,Yield Rate,Mixed Beans Yied Rate,Southern Province,37,ZM-07,units,MT/HA,0.46,0.53,0.33,0.551391919,0.294028172,0.453373835,0.446904711
Mixed Beans,Yield Rate,Mixed Beans Yied Rate,Western Province,38,ZM-01,units,MT/HA,0.23,0.59,0.39,0.306967991,0.096462851,0.268542714,0.558915262
Mixed Beans,Yield Rate,Mixed Beans Expeted Sales,Zambia,,ZM,units,Mt,24571.68,28934.32,29532.9,34692.33892,24965.21723,23962.30922,24477.03074
Mixed Beans,Expected Sales,Mixed Beans Expeted Sales,Central Province,29,ZM-02,units,Mt,1821.09,1649.61,3538.09,3711.004103,1601.857836,983.5487516,1090.956105
Mixed Beans,Expected Sales,Mixed Beans Expeted Sales,Copperbelt Province,30,ZM-08,units,Mt,800.19,502.77,674.74,449.6304289,349.253269,286.0429147,284.2863405
Mixed Beans,Expected Sales,Mixed Beans Expeted Sales,Eastern Province,31,ZM-03,units,Mt,507.77,746.38,1426.32,1200.179356,798.7679966,786.563918,1592.526175
Mixed Beans,Expected Sales,Mixed Beans Expeted Sales,Luapula Province,32,ZM-04,units,Mt,1053.07,1602.24,1982.42,2423.340985,3057.837826,1664.301391,1227.5433
Mixed Beans,Expected Sales,Mixed Beans Expeted Sales,Lusaka Province,33,ZM-09,units,Mt,251.17,268.14,113.12,264.0100607,162.5468792,65.54451357,125.7806365
Mixed Beans,Expected Sales,Mixed Beans Expeted Sales,Muchinga Province,34,ZM-10,units,Mt,,3066.38,3027.02,4167.679297,2678.279587,2868.445557,2889.257085
Mixed Beans,Expected Sales,Mixed Beans Expeted Sales,Northern Province,35,ZM-05,units,Mt,18622.02,17506.9,16501.17,19562.71313,13557.10003,14717.38796,14959.09606
Mixed Beans,Expected Sales,Mixed Beans Expeted Sales,North-Western Province,36,ZM-06,units,Mt,1468.98,3210.7,2101.62,2447.178924,2601.515926,2119.27486,1875.493957
Mixed Beans,Expected Sales,Mixed Beans Expeted Sales,Southern Province,37,ZM-07,units,Mt,25.5,333.75,152.49,416.1860935,156.9934742,330.6583123,291.7743244
Mixed Beans,Expected Sales,Mixed Beans Expeted Sales,Western Province,38,ZM-01,units,Mt,21.9,47.43,15.92,50.41654643,1.064406096,140.5410405,140.31675
Mixed Beans,Expected Sales,Cotton Area Planted,Zambia,,ZM,units,Ha,131856.68,314497.29,171787.17,133461.981,158261.1395,,
Cotton,Area Planted,Cotton Area Planted,Central Province,29,ZM-02,units,Ha,31800.38,68829.91,47911.31,32028.2502,36854.92749,,
Cotton,Area Planted,Cotton Area Planted,Copperbelt Province,30,ZM-08,units,Ha,36.47,607.85,76.69,219.4342407,691.9791905,,
Cotton,Area Planted,Cotton Area Planted,Eastern Province,31,ZM-03,units,Ha,85107.02,190879.95,90345.32,75691.08694,97827.46223,,
Cotton,Area Planted,Cotton Area Planted,Luapula Province,32,ZM-04,units,Ha,,,,0.925286379,,,
Cotton,Area Planted,Cotton Area Planted,Lusaka Province,33,ZM-09,units,Ha,712.32,2767.42,1107.34,716.5447262,176.6680388,,
Cotton,Area Planted,Cotton Area Planted,Muchinga Province,34,ZM-10,units,Ha,,10180.49,6872.76,8564.0853,9506.111103,,
Cotton,Area Planted,Cotton Area Planted,North-Western Province,36,ZM-06,units,Ha,8.3,,,,,,
Cotton,Area Planted,Cotton Area Planted,Southern Province,37,ZM-07,units,Ha,13974.71,40485.55,25377.36,15907.4691,13203.9914,,
Cotton,Area Planted,Cotton Area Planted,Western Province,38,ZM-01,units,Ha,217.48,746.12,96.39,334.1851999,,,
Cotton,Area Planted,Cotton Expected Production,Zambia,,ZM,units,Mt,,269501.82,139293.33,119926.6039,103626.1263,,
Cotton,Expected Production,Cotton Expected Production,Central Province,29,ZM-02,units,Mt,27595.62,54147.82,30497.32,22179.62837,15782.43726,,
Cotton,Expected Production,Cotton Expected Production,Copperbelt Province,30,ZM-08,units,Mt,40.2,787.12,45.18,272.7779174,701.3008711,,
Cotton,Expected Production,Cotton Expected Production,Eastern Province,31,ZM-03,units,Mt,83902.61,161235.3,84518.86,70941.17708,69919.84588,,
Cotton,Expected Production,Cotton Expected Production,Luapula Province,32,ZM-04,units,Mt,,,,2.664824771,,,
Cotton,Expected Production,Cotton Expected Production,Lusaka Province,33,ZM-09,units,Mt,502.12,2634.73,1200.55,406.5299188,161.9926941,,
Cotton,Expected Production,Cotton Expected Production,Muchinga Province,34,ZM-10,units,Mt,,16292.18,9333.48,13518.41413,11390.67604,,
Cotton,Expected Production,Cotton Expected Production,North-Western Province,36,ZM-06,units,Mt,0.83,,,,,,
Cotton,Expected Production,Cotton Expected Production,Southern Province,37,ZM-07,units,Mt,9390.86,33528.15,13638.35,12090.39329,5669.873569,,
Cotton,Expected Production,Cotton Expected Production,Western Province,38,ZM-01,units,Mt,475.4,876.51,59.58,515.0184096,,,
Cotton,Expected Production,Cotton Yied Rate,Zambia,,ZM,units,MT/HA,0.92,0.86,0.81,,0.654779352,,
Cotton,Yield Rate,Cotton Yied Rate,Central Province,29,ZM-02,units,MT/HA,0.87,0.79,0.64,0.692502033,0.428231402,,
Cotton,Yield Rate,Cotton Yied Rate,Copperbelt Province,30,ZM-08,units,MT/HA,1.1,1.3,0.59,1.243096413,1.013471042,,
Cotton,Yield Rate,Cotton Yied Rate,Eastern Province,31,ZM-03,units,MT/HA,0.99,0.84,0.94,0.937246114,0.714726154,,
Cotton,Yield Rate,Cotton Yied Rate,Luapula Province,32,ZM-04,units,MT/HA,,,,2.88,,,
Cotton,Yield Rate,Cotton Yied Rate,Lusaka Province,33,ZM-09,units,MT/HA,0.7,0.95,1.08,0.567347583,0.916932656,,
Cotton,Yield Rate,Cotton Yied Rate,Muchinga Province,34,ZM-10,units,MT/HA,,1.6,1.36,1.57850064,1.198247729,,
Cotton,Yield Rate,Cotton Yied Rate,North-Western Province,36,ZM-06,units,MT/HA,0.1,,,,,,
Cotton,Yield Rate,Cotton Yied Rate,Southern Province,37,ZM-07,units,MT/HA,0.67,0.83,0.54,0.760045059,0.429406033,,
Cotton,Yield Rate,Cotton Yied Rate,Western Province,38,ZM-01,units,MT/HA,2.19,1.18,0.62,1.541116751,,,
Cotton,Yield Rate,Cotton Expected Sales,Zambia,,ZM,units,Mt,707.33,1575.96,,,,,
Cotton,Expected Sales,Cotton Expected Sales,Central Province,29,ZM-02,units,Mt,232.65,1036.03,,,,,
Cotton,Expected Sales,Cotton Expected Sales,Copperbelt Province,30,ZM-08,units,Mt,,2.4,,,,,
Cotton,Expected Sales,Cotton Expected Sales,Eastern Province,31,ZM-03,units,Mt,66.01,279.79,,,,,
Cotton,Expected Sales,Cotton Expected Sales,Lusaka Province,33,ZM-09,units,Mt,82.82,140.66,,,,,
Cotton,Expected Sales,Cotton Expected Sales,Southern Province,37,ZM-07,units,Mt,324.05,111.28,,,,,
Cotton,Expected Sales,Cotton Expected Sales,Western Province,38,ZM-01,units,Mt,1.8,5.8,,,,,
Cotton,Expected Sales,Virginia Tobacco Area Planted,Zambia,,ZM,units,Ha,15079.94,10724.96,5263.6,,,,
Virginia Tobacco,Area Planted,Virginia Tobacco Area Planted,Central Province,29,ZM-02,units,Ha,6672.95,4176.84,367.28,,,,
Virginia Tobacco,Area Planted,Virginia Tobacco Area Planted,Copperbelt Province,30,ZM-08,units,Ha,0.07,,,,,,
Virginia Tobacco,Area Planted,Virginia Tobacco Area Planted,Eastern Province,31,ZM-03,units,Ha,1060.79,1317.31,1093.09,,,,
Virginia Tobacco,Area Planted,Virginia Tobacco Area Planted,Luapula Province,32,ZM-04,units,Ha,,1,,,,,
Virginia Tobacco,Area Planted,Virginia Tobacco Area Planted,Lusaka Province,33,ZM-09,units,Ha,310.59,293.26,,,,,
Virginia Tobacco,Area Planted,Virginia Tobacco Area Planted,Northern Province,35,ZM-05,units,Ha,1.85,,,,,,
Virginia Tobacco,Area Planted,Virginia Tobacco Area Planted,Southern Province,37,ZM-07,units,Ha,4291.76,4453.42,2805.9,,,,
Virginia Tobacco,Area Planted,Virginia Tobacco Area Planted,Western Province,38,ZM-01,units,Ha,2741.92,483.14,997.33,,,,
Virginia Tobacco,Area Planted,Virginia Tobacco Expected Production,Zambia,,ZM,units,Mt,27145.63,24250.17,,,,,
Virginia Tobacco,Expected Production,Virginia Tobacco Expected Production,Central Province,29,ZM-02,units,Mt,13807.85,11314.04,514.44,,,,
Virginia Tobacco,Expected Production,Virginia Tobacco Expected Production,Copperbelt Province,30,ZM-08,units,Mt,0.39,,,,,,
Virginia Tobacco,Expected Production,Virginia Tobacco Expected Production,Eastern Province,31,ZM-03,units,Mt,1581.11,1472.35,1238.8,,,,
Virginia Tobacco,Expected Production,Virginia Tobacco Expected Production,Luapula Province,32,ZM-04,units,Mt,,2,,,,,
Virginia Tobacco,Expected Production,Virginia Tobacco Expected Production,Lusaka Province,33,ZM-09,units,Mt,250.2,679.89,,,,,
Virginia Tobacco,Expected Production,Virginia Tobacco Expected Production,Northern Province,35,ZM-05,units,Mt,5.34,,,,,,
Virginia Tobacco,Expected Production,Virginia Tobacco Expected Production,Southern Province,37,ZM-07,units,Mt,8329.24,10275.84,2526.36,,,,
Virginia Tobacco,Expected Production,Virginia Tobacco Expected Production,Western Province,38,ZM-01,units,Mt,3171.5,506.05,1447.7,,,,
Virginia Tobacco,Expected Production,Virginia Tobacco Yield Rate,Zambia,,ZM,units,MT/HA,1.8,2.26,1.09,,,,
Virginia Tobacco,Yield Rate,Virginia Tobacco Yield Rate,Central Province,29,ZM-02,units,MT/HA,2.07,2.71,1.4,,,,
Virginia Tobacco,Yield Rate,Virginia Tobacco Yield Rate,Copperbelt Province,30,ZM-08,units,MT/HA,6,,,,,,
Virginia Tobacco,Yield Rate,Virginia Tobacco Yield Rate,Eastern Province,31,ZM-03,units,MT/HA,1.49,1.12,1.13,,,,
Virginia Tobacco,Yield Rate,Virginia Tobacco Yield Rate,Luapula Province,32,ZM-04,units,MT/HA,,2,,,,,
Virginia Tobacco,Yield Rate,Virginia Tobacco Yield Rate,Lusaka Province,33,ZM-09,units,MT/HA,0.81,2.32,,,,,
Virginia Tobacco,Yield Rate,Virginia Tobacco Yield Rate,Northern Province,35,ZM-05,units,MT/HA,2.88,,,,,,
Virginia Tobacco,Yield Rate,Virginia Tobacco Yield Rate,Southern Province,37,ZM-07,units,MT/HA,1.94,2.31,0.9,,,,
Virginia Tobacco,Yield Rate,Virginia Tobacco Yield Rate,Western Province,38,ZM-01,units,MT/HA,1.16,1.05,1.45,,,,
Virginia Tobacco,Yield Rate,Virginia Tabacco Expected Sales,Zambia,,ZM,units,Mt,16892.35,17314.85,,,,,
Virginia Tobacco,Expected Sales,Virginia Tabacco Expected Sales,Central Province,29,ZM-02,units,Mt,10158.23,10,,,,,
Virginia Tobacco,Expected Sales,Virginia Tabacco Expected Sales,Eastern Province,31,ZM-03,units,Mt,19.5,20.67,,,,,
Virginia Tobacco,Expected Sales,Virginia Tabacco Expected Sales,Luapula Province,32,ZM-04,units,Mt,,0.48,,,,,
Virginia Tobacco,Expected Sales,Virginia Tabacco Expected Sales,Lusaka Province,33,ZM-09,units,Mt,241.57,,,,,,
Virginia Tobacco,Expected Sales,Virginia Tabacco Expected Sales,Southern Province,37,ZM-07,units,Mt,6434.35,477.57,,,,,
Virginia Tobacco,Expected Sales,Virginia Tabacco Expected Sales,Western Province,38,ZM-01,units,Mt,38.7,,,,,,
Virginia Tobacco,Expected Sales,Burley Tobacco  Area Planted,Zambia,,ZM,units,Ha,10122.17,3160.73,6891.62,,,,
Burley Tobacco,Area Planted,Burley Tobacco  Area Planted,Central Province,29,ZM-02,units,Ha,2039.1,208.93,610.89,,,,
Burley Tobacco,Area Planted,Burley Tobacco  Area Planted,Copperbelt Province,30,ZM-08,units,Ha,17.49,,0.1,,,,
Burley Tobacco,Area Planted,Burley Tobacco  Area Planted,Eastern Province,31,ZM-03,units,Ha,6887.77,2551.66,6011.53,,,,
Burley Tobacco,Area Planted,Burley Tobacco  Area Planted,Luapula Province,32,ZM-04,units,Ha,,1,,,,,
Burley Tobacco,Area Planted,Burley Tobacco  Area Planted,Lusaka Province,33,ZM-09,units,Ha,6.58,,,,,,
Burley Tobacco,Area Planted,Burley Tobacco  Area Planted,Muchinga Province,34,ZM-10,units,Ha,,69.09,189.97,,,,
Burley Tobacco,Area Planted,Burley Tobacco  Area Planted,Northern Province,35,ZM-05,units,Ha,400.95,,,,,,
Burley Tobacco,Area Planted,Burley Tobacco  Area Planted,North-Western Province,36,ZM-06,units,Ha,58.65,13.69,,,,,
Burley Tobacco,Area Planted,Burley Tobacco  Area Planted,Southern Province,37,ZM-07,units,Ha,363.31,316.35,79.14,,,,
Burley Tobacco,Area Planted,Burley Tobacco  Area Planted,Western Province,38,ZM-01,units,Ha,348.32,,,,,,
Burley Tobacco,Area Planted,Burley Tobacco  Expected Production,Zambia,,ZM,units,Mt,11140.97,,8182.75,,,,
Burley Tobacco,Expected Production,Burley Tobacco  Expected Production,Central Province,29,ZM-02,units,Mt,1752.9,180.11,577.56,,,,
Burley Tobacco,Expected Production,Burley Tobacco  Expected Production,Copperbelt Province,30,ZM-08,units,Mt,1.26,,0.15,,,,
Burley Tobacco,Expected Production,Burley Tobacco  Expected Production,Eastern Province,31,ZM-03,units,Mt,8607.54,3762.15,7401.67,,,,
Burley Tobacco,Expected Production,Burley Tobacco  Expected Production,Luapula Province,32,ZM-04,units,Mt,,0.49,,,,,
Burley Tobacco,Expected Production,Burley Tobacco  Expected Production,Lusaka Province,33,ZM-09,units,Mt,2.16,,,,,,
Burley Tobacco,Expected Production,Burley Tobacco  Expected Production,Muchinga Province,34,ZM-10,units,Mt,,81.96,186.16,,,,
Burley Tobacco,Expected Production,Burley Tobacco  Expected Production,Northern Province,35,ZM-05,units,Mt,135.72,,,,,,
Burley Tobacco,Expected Production,Burley Tobacco  Expected Production,North-Western Province,36,ZM-06,units,Mt,129.92,7.1,,,,,
Burley Tobacco,Expected Production,Burley Tobacco  Expected Production,Southern Province,37,ZM-07,units,Mt,167.46,3035.42,17.22,,,,
Burley Tobacco,Expected Production,Burley Tobacco  Expected Production,Western Province,38,ZM-01,units,Mt,344.02,,,,,,
Burley Tobacco,Expected Production,Burley Tobacco  Yield Rate,Zambia,,ZM,units,MT/HA,1.1,2.24,1.19,,,,
Burley Tobacco,Yield Rate,Burley Tobacco  Yield Rate,Central Province,29,ZM-02,units,MT/HA,0.86,0.86,0.95,,,,
Burley Tobacco,Yield Rate,Burley Tobacco  Yield Rate,Copperbelt Province,30,ZM-08,units,MT/HA,0.07,,1.5,,,,
Burley Tobacco,Yield Rate,Burley Tobacco  Yield Rate,Eastern Province,31,ZM-03,units,MT/HA,1.25,1.47,1.23,,,,
Burley Tobacco,Yield Rate,Burley Tobacco  Yield Rate,Luapula Province,32,ZM-04,units,MT/HA,,0.49,,,,,
Burley Tobacco,Yield Rate,Burley Tobacco  Yield Rate,Lusaka Province,33,ZM-09,units,MT/HA,0.33,,,,,,
Burley Tobacco,Yield Rate,Burley Tobacco  Yield Rate,Muchinga Province,34,ZM-10,units,MT/HA,,1.19,0.98,,,,
Burley Tobacco,Yield Rate,Burley Tobacco  Yield Rate,Northern Province,35,ZM-05,units,MT/HA,0.34,,,,,,
Burley Tobacco,Yield Rate,Burley Tobacco  Yield Rate,North-Western Province,36,ZM-06,units,MT/HA,2.22,0.52,,,,,
Burley Tobacco,Yield Rate,Burley Tobacco  Yield Rate,Southern Province,37,ZM-07,units,MT/HA,0.46,9.6,0.22,,,,
Burley Tobacco,Yield Rate,Burley Tobacco  Yield Rate,Western Province,38,ZM-01,units,MT/HA,0.99,,,,,,
Burley Tobacco,Yield Rate,Burley Tobacco Expected Sales,Zambia,,ZM,units,Mt,85,508.71,,,,,
Burley Tobacco,Expected Sales,Burley Tobacco Expected Sales,Central Province,29,ZM-02,units,Mt,40.39,10,,,,,
Burley Tobacco,Expected Sales,Burley Tobacco Expected Sales,Eastern Province,31,ZM-03,units,Mt,44.53,20.67,,,,,
Burley Tobacco,Expected Sales,Burley Tobacco Expected Sales,Luapula Province,32,ZM-04,units,Mt,,0.48,,,,,
Burley Tobacco,Expected Sales,Burley Tobacco Expected Sales,North-Western Province,36,ZM-06,units,Mt,0,,,,,,
Burley Tobacco,Expected Sales,Burley Tobacco Expected Sales,Southern Province,37,ZM-07,units,Mt,0,477.57,,,,,
Burley Tobacco,Expected Sales,Sweet Potato Area Planted,Zambia,,ZM,units,Ha,45335.34,42847.41,48249.18,47381.07388,39632.72553,68920.384,55025.46531
Sweet Potato,Area Planted,Sweet Potato Area Planted,Central Province,29,ZM-02,units,Ha,9967.77,8819.43,8714.18,11251.31672,6628.839553,18954.35799,14511.63673
Sweet Potato,Area Planted,Sweet Potato Area Planted,Copperbelt Province,30,ZM-08,units,Ha,4531.37,5695.06,3653.47,3556.865716,2821.855112,5674.041754,2678.537263
Sweet Potato,Area Planted,Sweet Potato Area Planted,Eastern Province,31,ZM-03,units,Ha,1687.76,1813.39,2498.73,2671.576707,1718.482737,2560.563164,5016.20028
Sweet Potato,Area Planted,Sweet Potato Area Planted,Luapula Province,32,ZM-04,units,Ha,2650.72,3594.71,3322.55,2961.947303,2946.704866,5025.206159,3472.159061
Sweet Potato,Area Planted,Sweet Potato Area Planted,Lusaka Province,33,ZM-09,units,Ha,634.73,1349.74,1189.24,1512.211725,717.500197,901.0233603,1509.657669
Sweet Potato,Area Planted,Sweet Potato Area Planted,Muchinga Province,34,ZM-10,units,Ha,,6072.51,7538.71,5311.202851,5603.135502,6264.529699,5759.320629
Sweet Potato,Area Planted,Sweet Potato Area Planted,Northern Province,35,ZM-05,units,Ha,11518.54,7008.06,7062.43,3795.684415,5963.717691,7124.257508,5415.696744
Sweet Potato,Area Planted,Sweet Potato Area Planted,North-Western Province,36,ZM-06,units,Ha,2462.28,2007.1,2293.86,2314.91122,2940.93608,3045.451029,2320.479553
Sweet Potato,Area Planted,Sweet Potato Area Planted,Southern Province,37,ZM-07,units,Ha,10933.06,5823.83,10863.99,12932.78811,9137.671466,17287.60305,12538.28187
Sweet Potato,Area Planted,Sweet Potato Area Planted,Western Province,38,ZM-01,units,Ha,949.11,663.58,1112.02,1072.56911,1153.882323,2083.350292,1803.495511
Sweet Potato,Area Planted,Sweet Potato Expected Production,Zambia,,ZM,units,Mt,146614.25,163484.45,187774.37,149354.9362,117215.3373,230248.3775,205834.0363
Sweet Potato,Expected Production,Sweet Potato Expected Production,Central Province,29,ZM-02,units,Mt,32905.88,47820.11,34503.79,42672.46015,18132.26223,74430.85192,65741.59749
Sweet Potato,Expected Production,Sweet Potato Expected Production,Copperbelt Province,30,ZM-08,units,Mt,18628.02,21287.12,17745.89,11553.17183,11631.88171,24500.13272,11234.83655
Sweet Potato,Expected Production,Sweet Potato Expected Production,Eastern Province,31,ZM-03,units,Mt,4951.5,3996.31,6363.31,7832.718637,5292.586742,11131.33082,14190.35946
Sweet Potato,Expected Production,Sweet Potato Expected Production,Luapula Province,32,ZM-04,units,Mt,10347.52,12916.75,11588.48,11321.18926,10151.18004,21170.92828,14006.80524
Sweet Potato,Expected Production,Sweet Potato Expected Production,Lusaka Province,33,ZM-09,units,Mt,2907.72,3791.9,3422.67,4689.723901,1717.45666,3089.19294,6191.064338
Sweet Potato,Expected Production,Sweet Potato Expected Production,Muchinga Province,34,ZM-10,units,Mt,,23376.4,25981.67,18112.46232,18823.382,20174.61128,20643.23529
Sweet Potato,Expected Production,Sweet Potato Expected Production,Northern Province,35,ZM-05,units,Mt,40298.37,22179.46,21524.32,11613.48791,18261.83982,19091.96513,25700.49336
Sweet Potato,Expected Production,Sweet Potato Expected Production,North-Western Province,36,ZM-06,units,Mt,9836.81,11583.16,11464.11,8200.761504,13618.9134,11271.30063,11557.26542
Sweet Potato,Expected Production,Sweet Potato Expected Production,Southern Province,37,ZM-07,units,Mt,23030.17,14247.92,50527.04,30523.59911,17014.23963,38668.32936,30040.51632
Sweet Potato,Expected Production,Sweet Potato Expected Production,Western Province,38,ZM-01,units,Mt,3708.26,2285.32,4653.11,2835.361547,2571.59508,6719.73443,6527.862793
Sweet Potato,Expected Production,Sweet Potato Yield Rate,Zambia,,ZM,units,MT/HA,3.23,3.82,3.89,3.15220665,2.957539148,3.340787792,3.740705055
Sweet Potato,Yield Rate,Sweet Potato Yield Rate,Central Province,29,ZM-02,units,MT/HA,3.3,5.42,3.96,3.792663669,2.735359949,3.926846373,4.530267585
Sweet Potato,Yield Rate,Sweet Potato Yield Rate,Copperbelt Province,30,ZM-08,units,MT/HA,4.11,3.74,4.86,3.248132698,4.12206908,4.317933104,4.194392478
Sweet Potato,Yield Rate,Sweet Potato Yield Rate,Eastern Province,31,ZM-03,units,MT/HA,2.93,2.2,2.55,2.931871136,3.0798021,4.347219774,2.828906078
Sweet Potato,Yield Rate,Sweet Potato Yield Rate,Luapula Province,32,ZM-04,units,MT/HA,3.9,3.59,3.49,3.822211574,3.444925942,4.212947213,4.03403329
Sweet Potato,Yield Rate,Sweet Potato Yield Rate,Lusaka Province,33,ZM-09,units,MT/HA,4.58,2.81,2.88,3.101234981,2.393667161,3.428538123,4.100972338
Sweet Potato,Yield Rate,Sweet Potato Yield Rate,Muchinga Province,34,ZM-10,units,MT/HA,,3.85,3.45,3.410237348,3.359437228,3.220451055,3.584317773
Sweet Potato,Yield Rate,Sweet Potato Yield Rate,Northern Province,35,ZM-05,units,MT/HA,3.5,3.17,3.05,3.05965582,3.062156991,2.679853319,4.745556219
Sweet Potato,Yield Rate,Sweet Potato Yield Rate,North-Western Province,36,ZM-06,units,MT/HA,4,5.77,5,3.542581431,4.630809044,3.701028362,4.980550425
Sweet Potato,Yield Rate,Sweet Potato Yield Rate,Southern Province,37,ZM-07,units,MT/HA,2.11,2.45,4.65,2.360171592,1.861988548,2.236766384,2.395903731
Sweet Potato,Yield Rate,Sweet Potato Yield Rate,Western Province,38,ZM-01,units,MT/HA,3.91,3.44,4.18,2.643523407,2.228645875,3.225446271,3.619561431
Sweet Potato,Yield Rate,Sweet Potato Expected Sales,Zambia,,ZM,units,Mt,70714.22,89059.03,85023.94,82748.67902,57495.42869,135881.3359,123424.2596
Sweet Potato,Expected Sales,Sweet Potato Expected Sales,Central Province,29,ZM-02,units,Mt,19530.88,32456.36,25364.1,31985.86195,8456.259022,46333.91601,39098.87572
Sweet Potato,Expected Sales,Sweet Potato Expected Sales,Copperbelt Province,30,ZM-08,units,Mt,12868.24,14277.09,12699.27,8536.470823,7243.752708,17744.13807,8740.71927
Sweet Potato,Expected Sales,Sweet Potato Expected Sales,Eastern Province,31,ZM-03,units,Mt,2314.25,1536.31,2878.44,4089.969827,2675.529474,6873.269074,9689.908052
Sweet Potato,Expected Sales,Sweet Potato Expected Sales,Luapula Province,32,ZM-04,units,Mt,4959.46,7497.59,7043.02,6679.819255,5928.850887,12943.95248,8250.255473
Sweet Potato,Expected Sales,Sweet Potato Expected Sales,Lusaka Province,33,ZM-09,units,Mt,1235.56,1911.69,1297.15,2317.330854,316.788025,1910.583965,3079.416252
Sweet Potato,Expected Sales,Sweet Potato Expected Sales,Muchinga Province,34,ZM-10,units,Mt,,8156.55,8109.8,5932.873415,7807.609934,9529.700248,12110.57753
Sweet Potato,Expected Sales,Sweet Potato Expected Sales,Northern Province,35,ZM-05,units,Mt,13981.86,10815.08,10215.98,5511.248677,9402.227164,10510.62935,17352.93765
Sweet Potato,Expected Sales,Sweet Potato Expected Sales,North-Western Province,36,ZM-06,units,Mt,4876.32,4889.94,6185.45,4819.121625,7726.40414,6200.474699,7279.984413
